,topic,category 0,category 1,category 2,category 3,category 4,category 5
827,Digital Library Membership Registrations,Social Metrics,Educational Attainment Levels,Literacy Rates,Community Library Utilization,Library Membership Registrations,Digital Library Membership Registrations
828,Early Childhood Education Enrollment,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,,
829,Preschool Program Availability,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Preschool Program Availability,
830,Number of Accredited Preschool Facilities,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Preschool Program Availability,Number of Accredited Preschool Facilities
831,Enrollment Capacity per Preschool,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Preschool Program Availability,Enrollment Capacity per Preschool
832,Parental Enrollment Decisions,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Parental Enrollment Decisions,
833,Availability of School Transportation,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Parental Enrollment Decisions,Availability of School Transportation
834,Parent Education Levels,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Parental Enrollment Decisions,Parent Education Levels
835,Perceived Educational Quality,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Parental Enrollment Decisions,Perceived Educational Quality
836,Access to Information on Schools,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Parental Enrollment Decisions,Access to Information on Schools
837,Teacher-to-Child Ratios,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Teacher-to-Child Ratios,
838,Qualified teacher availability,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Teacher-to-Child Ratios,Qualified teacher availability
839,Classroom size,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Teacher-to-Child Ratios,Classroom size
840,Teacher workload,Social Metrics,Educational Attainment Levels,Literacy Rates,Early Childhood Education Enrollment,Teacher-to-Child Ratios,Teacher workload
841,High School Graduation Rates,Social Metrics,Educational Attainment Levels,High School Graduation Rates,,,
842,Student Attendance Rates,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,,
843,Transportation Accessibility for Students,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Transportation Accessibility for Students,
844,Public School Bus Availability,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Transportation Accessibility for Students,Public School Bus Availability
845,Distance to Nearest Public Transportation for Students,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Transportation Accessibility for Students,Distance to Nearest Public Transportation for Students
846,Transportation Cost for Families,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Transportation Accessibility for Students,Transportation Cost for Families
847,Health-Related School Absences,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Health-Related School Absences,
848,Infectious Disease Incidence,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Health-Related School Absences,Infectious Disease Incidence
849,Nutritional Deficiency Levels,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Health-Related School Absences,Nutritional Deficiency Levels
850,Access to Healthcare Services for Students,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Health-Related School Absences,Access to Healthcare Services for Students
851,Parental Health Education,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Health-Related School Absences,Parental Health Education
852,Cultural and Religious Observance Days,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Cultural and Religious Observance Days,
853,Participation Rates in Cultural Festivals,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Cultural and Religious Observance Days,Participation Rates in Cultural Festivals
854,Attendance at Religious Ceremonies,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Cultural and Religious Observance Days,Attendance at Religious Ceremonies
855,Public Recognition and Celebration of Local Traditions,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Cultural and Religious Observance Days,Public Recognition and Celebration of Local Traditions
856,Weather Conditions and Natural Disasters Impacting Attendance,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Weather Conditions and Natural Disasters Impacting Attendance,
857,Extreme rainfall days causing school closures,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Weather Conditions and Natural Disasters Impacting Attendance,Extreme rainfall days causing school closures
858,Frequency of flooding affecting school access,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Weather Conditions and Natural Disasters Impacting Attendance,Frequency of flooding affecting school access
859,Incidents of landslides impacting community mobility,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Student Attendance Rates,Weather Conditions and Natural Disasters Impacting Attendance,Incidents of landslides impacting community mobility
860,Teacher-to-Student Ratios,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,,
861,Classroom Size,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,Classroom Size,
862,Student-to-Teacher Ratio,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,Classroom Size,Student-to-Teacher Ratio
863,Available Classroom Space,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,Classroom Size,Available Classroom Space
864,Number of Enrolled Students,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,Classroom Size,Number of Enrolled Students
865,Classroom Attendance Rates,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,Classroom Size,Classroom Attendance Rates
866,Number of Qualified Teachers,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,Number of Qualified Teachers,
867,Teacher Training Programs,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,Number of Qualified Teachers,Teacher Training Programs
868,Certification Acquisition,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,Number of Qualified Teachers,Certification Acquisition
869,Teacher Retention Rates,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Teacher-to-Student Ratios,Number of Qualified Teachers,Teacher Retention Rates
870,Availability of Educational Resources,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,,
871,Number of Educational Institutions,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Number of Educational Institutions,
872,Primary Schools,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Number of Educational Institutions,Primary Schools
873,Universities and Higher Education Institutions,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Number of Educational Institutions,Universities and Higher Education Institutions
874,Availability of Learning Materials,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Availability of Learning Materials,
875,Allocation of Textbooks,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Availability of Learning Materials,Allocation of Textbooks
876,Distribution of Traditional Learning Aids,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Availability of Learning Materials,Distribution of Traditional Learning Aids
877,Community-Based Educational Resources,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Availability of Learning Materials,Community-Based Educational Resources
878,Access to Digital Education Platforms,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Access to Digital Education Platforms,
879,Number of Rural Internet Connectivity Points,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Access to Digital Education Platforms,Number of Rural Internet Connectivity Points
880,Household Access to Mobile Devices for Education,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Access to Digital Education Platforms,Household Access to Mobile Devices for Education
881,Utilization Rates of E-Learning Platforms,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Access to Digital Education Platforms,Utilization Rates of E-Learning Platforms
882,Scholarship and Financial Aid Opportunities,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Scholarship and Financial Aid Opportunities,
883,Bursary and Grants Availability,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Scholarship and Financial Aid Opportunities,Bursary and Grants Availability
884,Criteria for Eligibility,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Scholarship and Financial Aid Opportunities,Criteria for Eligibility
885,Number of Scholarship Applicants,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Scholarship and Financial Aid Opportunities,Number of Scholarship Applicants
886,Public Awareness and Promotion Campaigns,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Availability of Educational Resources,Scholarship and Financial Aid Opportunities,Public Awareness and Promotion Campaigns
887,Parental Involvement Levels,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,,
888,Parental participation in school activities,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Parental participation in school activities,
889,Attendance at school events,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Parental participation in school activities,Attendance at school events
890,Volunteer contributions in classrooms,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Parental participation in school activities,Volunteer contributions in classrooms
891,Participation in parent-teacher associations,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Parental participation in school activities,Participation in parent-teacher associations
892,Quality of parent-teacher communication,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Quality of parent-teacher communication,
893,Frequency of communication channels used,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Quality of parent-teacher communication,Frequency of communication channels used
894,Clarity and relevance of information exchanged,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Quality of parent-teacher communication,Clarity and relevance of information exchanged
895,Parental support for homework,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Parental support for homework,
896,Availability of educational resources at home,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Parental support for homework,Availability of educational resources at home
897,Frequency of parent-child study sessions,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Parental support for homework,Frequency of parent-child study sessions
898,Involvement in school governance bodies,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Involvement in school governance bodies,
899,Number of parents serving on school committees,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Involvement in school governance bodies,Number of parents serving on school committees
900,Frequency of meetings attended by community members,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Involvement in school governance bodies,Frequency of meetings attended by community members
901,Variety of stakeholder groups represented in school boards,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Involvement in school governance bodies,Variety of stakeholder groups represented in school boards
902,Student representation in decision-making processes,Social Metrics,Educational Attainment Levels,High School Graduation Rates,Parental Involvement Levels,Involvement in school governance bodies,Student representation in decision-making processes
903,Enrollment in Higher Education Institutions,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,,,
904,Access to Financial Aid,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,,
905,Scholarship Availability,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,Scholarship Availability,
906,Number of Scholarships Offered,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,Scholarship Availability,Number of Scholarships Offered
907,Diversity of Scholarships Available,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,Scholarship Availability,Diversity of Scholarships Available
908,Accessibility of Scholarship Information,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,Scholarship Availability,Accessibility of Scholarship Information
909,Reach of Microfinance Programs,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,Reach of Microfinance Programs,
910,Number of Microfinance Beneficiaries,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,Reach of Microfinance Programs,Number of Microfinance Beneficiaries
911,Diversity of Loan Recipients,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,Reach of Microfinance Programs,Diversity of Loan Recipients
912,Geographic Distribution of Microfinance Services,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,Reach of Microfinance Programs,Geographic Distribution of Microfinance Services
913,Repayment Rate of Microfinance Loans,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Access to Financial Aid,Reach of Microfinance Programs,Repayment Rate of Microfinance Loans
914,Availability of Diverse Academic Programs,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Availability of Diverse Academic Programs,,
915,Variety of Language Instruction,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Availability of Diverse Academic Programs,Variety of Language Instruction,
916,Number of Multilingual Educational Programs,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Availability of Diverse Academic Programs,Variety of Language Instruction,Number of Multilingual Educational Programs
917,Diversity of Languages Offered in Schools,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Availability of Diverse Academic Programs,Variety of Language Instruction,Diversity of Languages Offered in Schools
918,Number of Arts and Humanities Offerings,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Availability of Diverse Academic Programs,Number of Arts and Humanities Offerings,
919,Cultural Arts Programs,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Availability of Diverse Academic Programs,Number of Arts and Humanities Offerings,Cultural Arts Programs
920,History and Heritage Studies,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Availability of Diverse Academic Programs,Number of Arts and Humanities Offerings,History and Heritage Studies
921,Creative Writing Workshops,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Availability of Diverse Academic Programs,Number of Arts and Humanities Offerings,Creative Writing Workshops
922,Enrollment in Technical and Vocational Education,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,,
923,Student Completion Rates,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Student Completion Rates,
924,Secondary school graduation rates,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Student Completion Rates,Secondary school graduation rates
925,Transition rates from junior to senior high school,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Student Completion Rates,Transition rates from junior to senior high school
926,Attendance rates in educational programs,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Student Completion Rates,Attendance rates in educational programs
927,Dropout rates during schooling years,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Student Completion Rates,Dropout rates during schooling years
928,Infrastructure Capacity of Institutions,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Infrastructure Capacity of Institutions,
929,Public Healthcare Facility Capacity,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Infrastructure Capacity of Institutions,Public Healthcare Facility Capacity
930,Access to Educational Infrastructure,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Infrastructure Capacity of Institutions,Access to Educational Infrastructure
931,Job Placement Rates Post-Graduation,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Job Placement Rates Post-Graduation,
932,Number of Graduates Employed in Local Industries,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Job Placement Rates Post-Graduation,Number of Graduates Employed in Local Industries
933,Retention Rates of Graduates in First-Year Employment,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Job Placement Rates Post-Graduation,Retention Rates of Graduates in First-Year Employment
934,Alignment of Graduate Skills with Local Industry Demands,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Job Placement Rates Post-Graduation,Alignment of Graduate Skills with Local Industry Demands
935,Proportion of Graduates Pursuing Entrepreneurship,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Enrollment in Technical and Vocational Education,Job Placement Rates Post-Graduation,Proportion of Graduates Pursuing Entrepreneurship
936,Participation of Underrepresented Groups,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,,
937,Participation in Local Governance,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Participation in Local Governance,
938,Voter Turnout in Regional Elections,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Participation in Local Governance,Voter Turnout in Regional Elections
939,Attendance at Local Government Meetings,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Participation in Local Governance,Attendance at Local Government Meetings
940,Public Involvement in Policy Development,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Participation in Local Governance,Public Involvement in Policy Development
941,Citizen Feedback and Complaints,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Participation in Local Governance,Citizen Feedback and Complaints
942,Inclusion in Cultural Events,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Inclusion in Cultural Events,
943,Attendance Diversity,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Inclusion in Cultural Events,Attendance Diversity
944,Language Representation in Performances,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Inclusion in Cultural Events,Language Representation in Performances
945,Representation in Community Organizations,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Representation in Community Organizations,
946,Gender Diversity in Leadership Roles,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Representation in Community Organizations,Gender Diversity in Leadership Roles
947,Youth Membership in Community Groups,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Representation in Community Organizations,Youth Membership in Community Groups
948,Ethnic Representation in Organizational Committees,Social Metrics,Educational Attainment Levels,Enrollment in Higher Education Institutions,Participation of Underrepresented Groups,Representation in Community Organizations,Ethnic Representation in Organizational Committees
949,Healthcare Access and Quality,Social Metrics,Healthcare Access and Quality,,,,
950,Availability of Healthcare Professionals,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,,,
951,Number of Licensed Doctors,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,,
952,Number of Specialized Doctors,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Specialized Doctors,
953,Number of Cardiologists,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Specialized Doctors,Number of Cardiologists
954,Number of Pediatricians,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Specialized Doctors,Number of Pediatricians
955,Number of Oncologists,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Specialized Doctors,Number of Oncologists
956,Number of Neurologists,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Specialized Doctors,Number of Neurologists
957,Number of Doctors in Public Hospitals,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Doctors in Public Hospitals,
958,Distribution of Doctors across Regional Hospitals,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Doctors in Public Hospitals,Distribution of Doctors across Regional Hospitals
959,Availability of General Practitioners in Public Facilities,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Doctors in Public Hospitals,Availability of General Practitioners in Public Facilities
960,Number of Practicing Female Doctors,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Practicing Female Doctors,
961,Number of Female Medical Graduates,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Practicing Female Doctors,Number of Female Medical Graduates
962,Female Doctor Retention Rates,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Practicing Female Doctors,Female Doctor Retention Rates
963,Number of Female Doctors in Rural Areas,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Number of Practicing Female Doctors,Number of Female Doctors in Rural Areas
964,Proportion of Doctors to Population,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Proportion of Doctors to Population,
965,Doctors in Urban Areas per Population,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Proportion of Doctors to Population,Doctors in Urban Areas per Population
966,Doctors in Rural Areas per Population,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Proportion of Doctors to Population,Doctors in Rural Areas per Population
967,Doctors per Population in Community Health Clinics,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Number of Licensed Doctors,Proportion of Doctors to Population,Doctors per Population in Community Health Clinics
968,Distribution of Nurses in Urban vs. Rural Areas,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,,
969,Urban nurse-to-population ratio,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,Urban nurse-to-population ratio,
970,Ratio of nurses to healthcare facilities in urban areas,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,Urban nurse-to-population ratio,Ratio of nurses to healthcare facilities in urban areas
971,Average patient load per urban nurse,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,Urban nurse-to-population ratio,Average patient load per urban nurse
972,Distribution of urban nurses across neighborhoods,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,Urban nurse-to-population ratio,Distribution of urban nurses across neighborhoods
973,Urban nurse retention rates,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,Urban nurse-to-population ratio,Urban nurse retention rates
974,Rural nurse-to-population ratio,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,Rural nurse-to-population ratio,
975,Rural healthcare facility density,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,Rural nurse-to-population ratio,Rural healthcare facility density
976,Rural nurse training program enrollment,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,Rural nurse-to-population ratio,Rural nurse training program enrollment
977,Availability of healthcare supplies in rural areas,Social Metrics,Healthcare Access and Quality,Availability of Healthcare Professionals,Distribution of Nurses in Urban vs. Rural Areas,Rural nurse-to-population ratio,Availability of healthcare supplies in rural areas
978,Patient Satisfaction Levels,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,,,
979,Quality of Healthcare Facilities,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,,
980,Number of Healthcare Professionals per Facility,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Number of Healthcare Professionals per Facility,
981,Ratio of Healthcare Professionals to Patients,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Number of Healthcare Professionals per Facility,Ratio of Healthcare Professionals to Patients
982,Diversity of Healthcare Staff Specializations,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Number of Healthcare Professionals per Facility,Diversity of Healthcare Staff Specializations
983,Turnover Rate of Healthcare Workers,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Number of Healthcare Professionals per Facility,Turnover Rate of Healthcare Workers
984,Hygiene and Cleanliness Standards,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Hygiene and Cleanliness Standards,
985,Waste Disposal Frequency,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Hygiene and Cleanliness Standards,Waste Disposal Frequency
986,Public Access to Sanitation Facilities,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Hygiene and Cleanliness Standards,Public Access to Sanitation Facilities
987,Community Health Awareness Programs,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Hygiene and Cleanliness Standards,Community Health Awareness Programs
988,Maintenance of Facility Infrastructure,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Maintenance of Facility Infrastructure,
989,Structural Integrity Inspections,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Maintenance of Facility Infrastructure,Structural Integrity Inspections
990,Maintenance Staffing Levels,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Quality of Healthcare Facilities,Maintenance of Facility Infrastructure,Maintenance Staffing Levels
991,Patient Experience with Healthcare Services,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,,
992,Patient Satisfaction Scores,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient Satisfaction Scores,
993,Healthcare Facility Cleanliness Levels,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient Satisfaction Scores,Healthcare Facility Cleanliness Levels
994,Availability of Patient Support Services,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient Satisfaction Scores,Availability of Patient Support Services
995,Patient-Provider Communication Quality,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient-Provider Communication Quality,
996,Clarity of Communication,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient-Provider Communication Quality,Clarity of Communication
997,Patient Engagement in Care Discussions,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient-Provider Communication Quality,Patient Engagement in Care Discussions
998,Frequency of Follow-Up Communication,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient-Provider Communication Quality,Frequency of Follow-Up Communication
999,Cultural Competence in Healthcare Delivery,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Cultural Competence in Healthcare Delivery,
