,topic,category 0,category 1,category 2,category 3,category 4,category 5
4104,Affective Regulation Capacity,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Emotional Regulation Ability,Affective Regulation Capacity
4105,Emotional Management Ability,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Emotional Regulation Ability,Emotional Management Ability
4106,Emotion Regulation Skills,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Emotional Regulation Ability,Emotion Regulation Skills
4107,Affective Control Competence,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Emotional Regulation Ability,Affective Control Competence
4108,Emotional Self-Regulation,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Emotional Regulation Ability,Emotional Self-Regulation
4109,Emotional Stability Skills,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Emotional Regulation Ability,Emotional Stability Skills
4110,Emotional Resilience Capability,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Emotional Regulation Ability,Emotional Resilience Capability
4111,Mood Regulation Ability,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Emotional Regulation Ability,Mood Regulation Ability
4112,Affective Self-Control,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Emotional Regulation Ability,Affective Self-Control
4113,HRV,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,HRV,
4114,Cardiac variability,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Cardiac variability,
4115,Heart rhythm variability,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Heart rhythm variability,
4116,Autonomic nervous system balance,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Autonomic nervous system balance,
4117,Pulse variability,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Pulse variability,
4118,Beat-to-beat variability,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Beat-to-beat variability,
4119,Cardiac autonomic regulation,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Cardiac autonomic regulation,
4120,Heart rate fluctuations,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Heart rate fluctuations,
4121,Physiological variability,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Physiological variability,
4122,Vagal tone,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Vagal tone,
4123,Sympathetic-parasympathetic balance,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Sympathetic-parasympathetic balance,
4124,Heart rate modulation,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Heart rate modulation,
4125,Temporal heart rate dynamics,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Rate Variability,Temporal heart rate dynamics,
4126,Oxygen Uptake Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,,
4127,Maximal Oxygen Uptake (VO2 Max),Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),
4128,Cardiovascular Endurance,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Cardiovascular Endurance
4129,Metabolic Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Metabolic Efficiency
4130,Muscular Oxygen Utilization,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Muscular Oxygen Utilization
4131,Aerobic Capacity,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Aerobic Capacity
4132,Maximum Aerobic Power,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Maximum Aerobic Power
4133,Oxygen Consumption Max,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Oxygen Consumption Max
4134,Peak Oxygen Uptake,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Peak Oxygen Uptake
4135,VO2 Peak,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),VO2 Peak
4136,Maximal Aerobic Capacity,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Maximal Aerobic Capacity
4137,Cardiopulmonary Exercise Capacity,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Cardiopulmonary Exercise Capacity
4138,Endurance Fitness Level,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Endurance Fitness Level
4139,Maximum Oxygen Consumption,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Maximal Oxygen Uptake (VO2 Max),Maximum Oxygen Consumption
4140,Pulmonary Ventilation Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,
4141,Tidal Volume,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Tidal Volume
4142,Inspiratory Reserve Volume,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Inspiratory Reserve Volume
4143,Breathing Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Breathing Rate
4144,Ventilation Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Ventilation Rate
4145,Airflow Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Airflow Rate
4146,Lung Ventilation Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Lung Ventilation Rate
4147,Minute Ventilation,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Minute Ventilation
4148,Respiratory Frequency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Respiratory Frequency
4149,Pulmonary Breathing Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Pulmonary Breathing Rate
4150,Oxygen Exchange Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Oxygen Exchange Rate
4151,Gas Exchange Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Pulmonary Ventilation Rate,Gas Exchange Rate
4152,Arterial Oxygen Saturation,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,
4153,Hemoglobin Oxygen Affinity,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Hemoglobin Oxygen Affinity
4154,Tissue Oxygen Utilization,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Tissue Oxygen Utilization
4155,Blood Oxygen Content,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Blood Oxygen Content
4156,O2 Saturation,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,O2 Saturation
4157,Arterial O2 Levels,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Arterial O2 Levels
4158,Hemoglobin Oxygen Saturation,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Hemoglobin Oxygen Saturation
4159,Pulse Oximetry Reading,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Pulse Oximetry Reading
4160,Oxygenation Status,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Oxygenation Status
4161,Blood Oxygen Levels,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Blood Oxygen Levels
4162,Arterial Oxygen Content,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Arterial Oxygen Content
4163,Peripheral Oxygen Saturation,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Peripheral Oxygen Saturation
4164,Oxygen Delivery Index,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Arterial Oxygen Saturation,Oxygen Delivery Index
4165,Oxygen Extraction Ratio,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,
4166,Tissue Oxygen Utilization Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Tissue Oxygen Utilization Efficiency
4167,Mitochondrial Oxygen Consumption Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Mitochondrial Oxygen Consumption Rate
4168,Capillary-to-Cell Oxygen Transfer Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Capillary-to-Cell Oxygen Transfer Rate
4169,Oxygen Recovery Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Recovery Rate
4170,Oxygen Yield Ratio,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Yield Ratio
4171,Oxygen Harvesting Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Harvesting Efficiency
4172,Oxygen Separation Ratio,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Separation Ratio
4173,Oxygen Utilization Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Utilization Rate
4174,Oxygen Retrieval Ratio,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Retrieval Ratio
4175,Oxygen Purification Ratio,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Purification Ratio
4176,Oxygen Isolation Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Isolation Efficiency
4177,Oxygen Extraction Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Extraction Efficiency
4178,Oxygen Concentration Ratio,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Extraction Ratio,Oxygen Concentration Ratio
4179,Oxygen Consumption Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Consumption Efficiency,
4180,Oxygen Utilization Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Utilization Efficiency,
4181,Aerobic Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Aerobic Efficiency,
4182,VO2 Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,VO2 Efficiency,
4183,Oxygen Absorption Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Absorption Efficiency,
4184,Cardiorespiratory Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Cardiorespiratory Efficiency,
4185,Oxygen Delivery Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Delivery Efficiency,
4186,Respiratory Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Respiratory Efficiency,
4187,Oxygen Uptake Rate,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Oxygen Uptake Rate,
4188,Exercise Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Exercise Efficiency,
4189,Physiological Efficiency,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Oxygen Uptake Efficiency,Physiological Efficiency,
4190,Aerobic Fitness,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Aerobic Fitness,,
4191,Cardiorespiratory Fitness,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Cardiorespiratory Fitness,,
4192,Heart Health,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Heart Health,,
4193,Endurance Training,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Endurance Training,,
4194,Circulatory Fitness,Human Wellbeing Measures,Physical Health Status,Cardiovascular Fitness,Circulatory Fitness,,
4195,Nutrient Absorption,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,,,
4196,Digestive Enzyme Activity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,,
4197,Enzyme Concentration Levels,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,
4198,Digestive Enzyme Levels,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Digestive Enzyme Levels
4199,Hormonal Enzyme Concentrations,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Hormonal Enzyme Concentrations
4200,Detoxifying Enzyme Activity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Detoxifying Enzyme Activity
4201,Enzyme Activity Levels,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Enzyme Activity Levels
4202,Enzymatic Concentration,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Enzymatic Concentration
4203,Enzyme Density,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Enzyme Density
4204,Enzyme Quantity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Enzyme Quantity
4205,Enzyme Amount,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Enzyme Amount
4206,Enzyme Content,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Enzyme Content
4207,Enzyme Assay Levels,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Enzyme Assay Levels
4208,Enzyme Titers,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Enzyme Titers
4209,Enzyme Concentration,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Enzyme Concentration
4210,Catalytic Concentration,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Concentration Levels,Catalytic Concentration
4211,Enzyme Activation Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,
4212,Metabolic Rate Efficiency,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,Metabolic Rate Efficiency
4213,Nutrient Assimilation Effectiveness,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,Nutrient Assimilation Effectiveness
4214,Enzyme Catalytic Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,Enzyme Catalytic Rate
4215,Enzyme Activation Velocity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,Enzyme Activation Velocity
4216,Enzymatic Activity Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,Enzymatic Activity Rate
4217,Catalytic Efficiency,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,Catalytic Efficiency
4218,Enzyme Turnover Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,Enzyme Turnover Rate
4219,Enzyme Reaction Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,Enzyme Reaction Rate
4220,Substrate Activation Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activation Rate,Substrate Activation Rate
4221,Enzyme Production Efficiency,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Production Efficiency,
4222,Cellular Energy Production,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Production Efficiency,Cellular Energy Production
4223,Enzymatic Yield Optimization,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Production Efficiency,Enzymatic Yield Optimization
4224,Enzyme Synthesis Effectiveness,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Production Efficiency,Enzyme Synthesis Effectiveness
4225,Biocatalyst Production Efficiency,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Production Efficiency,Biocatalyst Production Efficiency
4226,Enzyme Output Maximization,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Production Efficiency,Enzyme Output Maximization
4227,Enzymatic Activity Enhancement,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Production Efficiency,Enzymatic Activity Enhancement
4228,Biological Catalyst Efficiency,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Production Efficiency,Biological Catalyst Efficiency
4229,Digestive Enzyme Function,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Digestive Enzyme Function,
4230,Enzymatic Digestion,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzymatic Digestion,
4231,Digestive Enzyme Performance,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Digestive Enzyme Performance,
4232,Digestive Enzyme Efficacy,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Digestive Enzyme Efficacy,
4233,Digestive Enzyme Action,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Digestive Enzyme Action,
4234,Gastrointestinal Enzyme Activity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Gastrointestinal Enzyme Activity,
4235,Enzyme Activity in Digestion,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzyme Activity in Digestion,
4236,Digestive Catalytic Activity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Digestive Catalytic Activity,
4237,Digestive Enzyme Performance Metrics,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Digestive Enzyme Performance Metrics,
4238,Enzymatic Activity in the Gut,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Digestive Enzyme Activity,Enzymatic Activity in the Gut,
4239,Intestinal Lining Permeability,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,,
4240,Tight Junction Integrity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,
4241,Intestinal Permeability,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Intestinal Permeability
4242,Barrier Protein Expression,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Barrier Protein Expression
4243,Paracellular Ion Transport,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Paracellular Ion Transport
4244,Intercellular Adhesion Strength,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Intercellular Adhesion Strength
4245,Cellular Adhesion,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Cellular Adhesion
4246,Tight Junction Function,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Tight Junction Function
4247,Barrier Integrity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Barrier Integrity
4248,Tight Junction Stability,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Tight Junction Stability
4249,Cell Junction Cohesion,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Cell Junction Cohesion
4250,Intercellular Barrier,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Intercellular Barrier
4251,Epithelial Integrity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Epithelial Integrity
4252,Tight Junction Assembly,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Tight Junction Assembly
4253,Cellular Barrier Integrity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Cellular Barrier Integrity
4254,Tight Junction Maintenance,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Tight Junction Maintenance
4255,Cell-Cell Adhesion,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Cell-Cell Adhesion
4256,Epithelial Barrier Function,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Epithelial Barrier Function
4257,Tight Junction Permeability,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Tight Junction Integrity,Tight Junction Permeability
4258,Epithelial Regeneration Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,
4259,Cell Proliferation Speed,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Cell Proliferation Speed
4260,Wound Healing Duration,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Wound Healing Duration
4261,Barrier Function Recovery,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Barrier Function Recovery
4262,Epithelial Renewal Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Renewal Rate
4263,Epithelial Repair Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Repair Rate
4264,Epithelial Turnover Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Turnover Rate
4265,Epithelial Regrowth Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Regrowth Rate
4266,Epithelial Replacement Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Replacement Rate
4267,Epithelial Healing Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Healing Rate
4268,Epithelial Restoration Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Restoration Rate
4269,Epithelial Cell Proliferation Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Cell Proliferation Rate
4270,Epithelial Rejuvenation Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Rejuvenation Rate
4271,Epithelial Reconstitution Rate,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Epithelial Regeneration Rate,Epithelial Reconstitution Rate
4272,Gut Inflammation Levels,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Gut Inflammation Levels,
4273,Cytokine Activity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Gut Inflammation Levels,Cytokine Activity
4274,Microbiota Diversity,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Gut Inflammation Levels,Microbiota Diversity
4275,Mucosal Immune Response,Human Wellbeing Measures,Physical Health Status,Nutrient Absorption,Intestinal Lining Permeability,Gut Inflammation Levels,Mucosal Immune Response
