,topic,category 0,category 1,category 2,category 3
508,Public Participation Levels,Social Conflict Intensity,Number of Organized Groups,Sustainable Development Committees,Public Participation Levels
509,Diversity of Stakeholder Representation,Social Conflict Intensity,Number of Organized Groups,Sustainable Development Committees,Diversity of Stakeholder Representation
510,Frequency of Committee Meetings,Social Conflict Intensity,Number of Organized Groups,Sustainable Development Committees,Frequency of Committee Meetings
511,Inclusivity of Decision-Making Processes,Social Conflict Intensity,Number of Organized Groups,Sustainable Development Committees,Inclusivity of Decision-Making Processes
512,Transparency of Operation Procedures,Social Conflict Intensity,Number of Organized Groups,Sustainable Development Committees,Transparency of Operation Procedures
513,Effectiveness of Conflict Resolution Mechanisms,Social Conflict Intensity,Number of Organized Groups,Sustainable Development Committees,Effectiveness of Conflict Resolution Mechanisms
514,Intensity of Political Polarization,Social Conflict Intensity,Intensity of Political Polarization,,
515,Degree of Partisan Media Consumption,Social Conflict Intensity,Intensity of Political Polarization,Degree of Partisan Media Consumption,
516,Number of Partisan News Outlets,Social Conflict Intensity,Intensity of Political Polarization,Degree of Partisan Media Consumption,Number of Partisan News Outlets
517,Share of Audiences Consuming Partisan Content,Social Conflict Intensity,Intensity of Political Polarization,Degree of Partisan Media Consumption,Share of Audiences Consuming Partisan Content
518,Frequency of Partisan Narratives in Reporting,Social Conflict Intensity,Intensity of Political Polarization,Degree of Partisan Media Consumption,Frequency of Partisan Narratives in Reporting
519,Degree of Audience Engagement with Partisan Channels,Social Conflict Intensity,Intensity of Political Polarization,Degree of Partisan Media Consumption,Degree of Audience Engagement with Partisan Channels
520,Intensity of Bias in News Coverage,Social Conflict Intensity,Intensity of Political Polarization,Degree of Partisan Media Consumption,Intensity of Bias in News Coverage
521,Volume of Influencer-Driven Partisan Content,Social Conflict Intensity,Intensity of Political Polarization,Degree of Partisan Media Consumption,Volume of Influencer-Driven Partisan Content
522,Extent of Ideological Segregation in Social Networks,Social Conflict Intensity,Intensity of Political Polarization,Extent of Ideological Segregation in Social Networks,
523,Homogeneity of User Interactions,Social Conflict Intensity,Intensity of Political Polarization,Extent of Ideological Segregation in Social Networks,Homogeneity of User Interactions
524,Concentration of Ideologically Similar Communities,Social Conflict Intensity,Intensity of Political Polarization,Extent of Ideological Segregation in Social Networks,Concentration of Ideologically Similar Communities
525,Prevalence of Ideologically Reinforcing Content,Social Conflict Intensity,Intensity of Political Polarization,Extent of Ideological Segregation in Social Networks,Prevalence of Ideologically Reinforcing Content
526,Clustering of Ideological Perspectives,Social Conflict Intensity,Intensity of Political Polarization,Extent of Ideological Segregation in Social Networks,Clustering of Ideological Perspectives
527,Segmentation of Friend or Follower Networks,Social Conflict Intensity,Intensity of Political Polarization,Extent of Ideological Segregation in Social Networks,Segmentation of Friend or Follower Networks
528,Level of Polarizing Rhetoric in Political Discourse,Social Conflict Intensity,Intensity of Political Polarization,Level of Polarizing Rhetoric in Political Discourse,
529,Frequency of Radical Policy Proposals,Social Conflict Intensity,Intensity of Political Polarization,Level of Polarizing Rhetoric in Political Discourse,Frequency of Radical Policy Proposals
530,Prevalence of Us vs. Them Narratives,Social Conflict Intensity,Intensity of Political Polarization,Level of Polarizing Rhetoric in Political Discourse,Prevalence of Us vs. Them Narratives
531,Magnitude of Political Distrust Among Citizens,Social Conflict Intensity,Intensity of Political Polarization,Magnitude of Political Distrust Among Citizens,
532,Level of Trust in Electoral Processes,Social Conflict Intensity,Intensity of Political Polarization,Magnitude of Political Distrust Among Citizens,Level of Trust in Electoral Processes
533,Degree of Confidence in Government Accountability,Social Conflict Intensity,Intensity of Political Polarization,Magnitude of Political Distrust Among Citizens,Degree of Confidence in Government Accountability
534,Perceived Fairness of Legislative Actions,Social Conflict Intensity,Intensity of Political Polarization,Magnitude of Political Distrust Among Citizens,Perceived Fairness of Legislative Actions
535,Trust in Political Leadership,Social Conflict Intensity,Intensity of Political Polarization,Magnitude of Political Distrust Among Citizens,Trust in Political Leadership
536,Belief in Judicial System Impartiality,Social Conflict Intensity,Intensity of Political Polarization,Magnitude of Political Distrust Among Citizens,Belief in Judicial System Impartiality
537,Trust in News and Information Sources,Social Conflict Intensity,Intensity of Political Polarization,Magnitude of Political Distrust Among Citizens,Trust in News and Information Sources
538,Range of Ideological Divide in Legislative Bodies,Social Conflict Intensity,Intensity of Political Polarization,Range of Ideological Divide in Legislative Bodies,
539,Diversity of Energy Policy Perspectives in Legislatures,Social Conflict Intensity,Intensity of Political Polarization,Range of Ideological Divide in Legislative Bodies,Diversity of Energy Policy Perspectives in Legislatures
540,Variation in Environmental Regulation Approaches Among Legislators,Social Conflict Intensity,Intensity of Political Polarization,Range of Ideological Divide in Legislative Bodies,Variation in Environmental Regulation Approaches Among Legislators
541,Extent of Agreement on Human Health and Welfare Laws,Social Conflict Intensity,Intensity of Political Polarization,Range of Ideological Divide in Legislative Bodies,Extent of Agreement on Human Health and Welfare Laws
