,topic,category 0,category 1,category 2,category 3
1264,Raw Material Availability,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Raw Material Availability
1265,Production Volume,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Production Volume
1266,Domestic Sales Revenue,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Domestic Sales Revenue
1267,Labor Employment Levels,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Labor Employment Levels
1268,Manufacturing Cost Index,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Manufacturing Cost Index
1269,Market Share of Products,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Market Share of Products
1270,Product Variety Offered,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Product Variety Offered
1271,Food Production,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Food Production
1272,Beverage Production,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Beverage Production
1273,Food Processing,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Food Processing
1274,Beverage Processing,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Beverage Processing
1275,Culinary Manufacturing,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Culinary Manufacturing
1276,Gastronomic Manufacturing,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Gastronomic Manufacturing
1277,Food and Drink Manufacturing,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Food and Drink Manufacturing
1278,Edible Goods Manufacturing,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Edible Goods Manufacturing
1279,Nutritional Production,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Nutritional Production
1280,Catering Manufacturing,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Catering Manufacturing
1281,Food and Beverage Processing,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Food and Beverage Processing
1282,Food Industry,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Food Industry
1283,Drink Industry,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Drink Industry
1284,Gastronomy Production,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Gastronomy Production
1285,Food and Beverage Development,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Food and Beverage Development
1286,Food and Drink Production,Economic Metrics,Manufacturing Production,Food and Beverage Manufacturing,Food and Drink Production
1287,Cement Production,Economic Metrics,Manufacturing Production,Cement Production,
1288,Limestone Extraction,Economic Metrics,Manufacturing Production,Cement Production,Limestone Extraction
1289,Cement Output Volume,Economic Metrics,Manufacturing Production,Cement Production,Cement Output Volume
1290,Manufacturing Plant Capacity,Economic Metrics,Manufacturing Production,Cement Production,Manufacturing Plant Capacity
1291,Regional Employment in Cement Industry,Economic Metrics,Manufacturing Production,Cement Production,Regional Employment in Cement Industry
1292,Market Demand for Cement,Economic Metrics,Manufacturing Production,Cement Production,Market Demand for Cement
1293,Import of Raw Materials,Economic Metrics,Manufacturing Production,Cement Production,Import of Raw Materials
1294,Cement Export Volume,Economic Metrics,Manufacturing Production,Cement Production,Cement Export Volume
1295,Cement Manufacturing,Economic Metrics,Manufacturing Production,Cement Production,Cement Manufacturing
1296,Cement Fabrication,Economic Metrics,Manufacturing Production,Cement Production,Cement Fabrication
1297,Cement Processing,Economic Metrics,Manufacturing Production,Cement Production,Cement Processing
1298,Cement Creation,Economic Metrics,Manufacturing Production,Cement Production,Cement Creation
1299,Cement Synthesis,Economic Metrics,Manufacturing Production,Cement Production,Cement Synthesis
1300,Cement Generation,Economic Metrics,Manufacturing Production,Cement Production,Cement Generation
1301,Cement Output,Economic Metrics,Manufacturing Production,Cement Production,Cement Output
1302,Cement Industry,Economic Metrics,Manufacturing Production,Cement Production,Cement Industry
1303,Cement Development,Economic Metrics,Manufacturing Production,Cement Production,Cement Development
1304,Cement Formulation,Economic Metrics,Manufacturing Production,Cement Production,Cement Formulation
1305,Cement Sourcing,Economic Metrics,Manufacturing Production,Cement Production,Cement Sourcing
1306,Cement Distillation,Economic Metrics,Manufacturing Production,Cement Production,Cement Distillation
1307,Cement Synthesis Process,Economic Metrics,Manufacturing Production,Cement Production,Cement Synthesis Process
1308,Cement Assembly,Economic Metrics,Manufacturing Production,Cement Production,Cement Assembly
1309,Furniture Manufacturing,Economic Metrics,Manufacturing Production,Furniture Manufacturing,
1310,Manufacturing Output,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Manufacturing Output
1311,Labor Force Participation,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Labor Force Participation
1312,Market Demand,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Market Demand
1313,Furniture Production,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Furniture Production
1314,Furniture Crafting,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Furniture Crafting
1315,Furniture Fabrication,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Furniture Fabrication
1316,Furniture Assembly,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Furniture Assembly
1317,Furniture Design and Manufacturing,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Furniture Design and Manufacturing
1318,Furniture Industry,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Furniture Industry
1319,Furniture Construction,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Furniture Construction
1320,Furniture Making,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Furniture Making
1321,Furniture Workshop,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Furniture Workshop
1322,Custom Furniture Production,Economic Metrics,Manufacturing Production,Furniture Manufacturing,Custom Furniture Production
1323,Industrial Production,Economic Metrics,Manufacturing Production,Industrial Production,
1324,Production Manufacturing,Economic Metrics,Manufacturing Production,Production Manufacturing,
1325,Fabrication,Economic Metrics,Manufacturing Production,Fabrication,
1326,Assembly Line Production,Economic Metrics,Manufacturing Production,Assembly Line Production,
1327,Product Manufacturing,Economic Metrics,Manufacturing Production,Product Manufacturing,
1328,Manufacturing Operations,Economic Metrics,Manufacturing Production,Manufacturing Operations,
1329,Production Engineering,Economic Metrics,Manufacturing Production,Production Engineering,
1330,Factory Production,Economic Metrics,Manufacturing Production,Factory Production,
1331,Mass Production,Economic Metrics,Manufacturing Production,Mass Production,
1332,Manufacturing Process,Economic Metrics,Manufacturing Production,Manufacturing Process,
1333,Output Manufacturing,Economic Metrics,Manufacturing Production,Output Manufacturing,
1334,Manufacturing Activity,Economic Metrics,Manufacturing Production,Manufacturing Activity,
1335,Production Facility,Economic Metrics,Manufacturing Production,Production Facility,
1336,Manufacturing Sector,Economic Metrics,Manufacturing Production,Manufacturing Sector,
1337,Manufacturing Industry,Economic Metrics,Manufacturing Production,Manufacturing Industry,
1338,Unemployment Rate,Economic Metrics,Unemployment Rate,,
1339,Youth Unemployment Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,
1340,Youth Employment Participation,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Youth Employment Participation
1341,Entry-Level Job Availability,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Entry-Level Job Availability
1342,Vocational Training Enrollment,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Vocational Training Enrollment
1343,Youth Labor Force Participation,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Youth Labor Force Participation
1344,Apprenticeship Program Enrollment,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Apprenticeship Program Enrollment
1345,Young Adult Unemployment Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Young Adult Unemployment Rate
1346,Teen Unemployment Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Teen Unemployment Rate
1347,Youth Joblessness Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Youth Joblessness Rate
1348,Youth Employment Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Youth Employment Rate
1349,Young Worker Unemployment Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Young Worker Unemployment Rate
1350,Adolescent Unemployment Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Adolescent Unemployment Rate
1351,Youth Labor Market Participation Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Youth Labor Market Participation Rate
1352,Under-25 Unemployment Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Under-25 Unemployment Rate
1353,Young Population Jobless Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Young Population Jobless Rate
1354,Emerging Workforce Unemployment Rate,Economic Metrics,Unemployment Rate,Youth Unemployment Rate,Emerging Workforce Unemployment Rate
1355,Underemployment Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,
1356,Part-time Employment Incidence,Economic Metrics,Unemployment Rate,Underemployment Rate,Part-time Employment Incidence
1357,Skill Mismatch Prevalence,Economic Metrics,Unemployment Rate,Underemployment Rate,Skill Mismatch Prevalence
1358,Informal Sector Employment,Economic Metrics,Unemployment Rate,Underemployment Rate,Informal Sector Employment
1359,Voluntary Underemployment,Economic Metrics,Unemployment Rate,Underemployment Rate,Voluntary Underemployment
1360,Wage Rates in Underemployed Jobs,Economic Metrics,Unemployment Rate,Underemployment Rate,Wage Rates in Underemployed Jobs
1361,Underutilization Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Underutilization Rate
1362,Part-time Employment Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Part-time Employment Rate
1363,Involuntary Part-time Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Involuntary Part-time Rate
1364,Labor Underutilization Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Labor Underutilization Rate
1365,Subemployment Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Subemployment Rate
1366,Underemployment Level,Economic Metrics,Unemployment Rate,Underemployment Rate,Underemployment Level
1367,Disguised Unemployment Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Disguised Unemployment Rate
1368,Underworked Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Underworked Rate
1369,Inadequate Employment Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Inadequate Employment Rate
1370,Underemployment Percentage,Economic Metrics,Unemployment Rate,Underemployment Rate,Underemployment Percentage
1371,Employment Mismatch Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Employment Mismatch Rate
1372,Labor Market Inefficiency Rate,Economic Metrics,Unemployment Rate,Underemployment Rate,Labor Market Inefficiency Rate
1373,Jobless Rate,Economic Metrics,Unemployment Rate,Jobless Rate,
1374,Unemployment Ratio,Economic Metrics,Unemployment Rate,Unemployment Ratio,
1375,Jobless Percentage,Economic Metrics,Unemployment Rate,Jobless Percentage,
1376,Labor Market Unemployment,Economic Metrics,Unemployment Rate,Labor Market Unemployment,
1377,Household Income,Economic Metrics,Household Income,,
1378,Wage Levels,Economic Metrics,Household Income,Wage Levels,
1379,Minimum Wage Rates,Economic Metrics,Household Income,Wage Levels,Minimum Wage Rates
1380,Average Industrial Salaries,Economic Metrics,Household Income,Wage Levels,Average Industrial Salaries
1381,Salary Ranges,Economic Metrics,Household Income,Wage Levels,Salary Ranges
1382,Compensation Rates,Economic Metrics,Household Income,Wage Levels,Compensation Rates
1383,Pay Scales,Economic Metrics,Household Income,Wage Levels,Pay Scales
1384,Income Levels,Economic Metrics,Household Income,Wage Levels,Income Levels
1385,Remittances Received,Economic Metrics,Household Income,Remittances Received,
1386,Remittance Volume from Migrant Workers,Economic Metrics,Household Income,Remittances Received,Remittance Volume from Migrant Workers
1387,Number of Remittance Transactions,Economic Metrics,Household Income,Remittances Received,Number of Remittance Transactions
1388,Average Remittance Amount,Economic Metrics,Household Income,Remittances Received,Average Remittance Amount
1389,Household Dependency on Remittances,Economic Metrics,Household Income,Remittances Received,Household Dependency on Remittances
1390,Use of Remittances for Business Investment,Economic Metrics,Household Income,Remittances Received,Use of Remittances for Business Investment
1391,Incoming Remittances,Economic Metrics,Household Income,Remittances Received,Incoming Remittances
1392,Funds Received,Economic Metrics,Household Income,Remittances Received,Funds Received
1393,Money Transfers Received,Economic Metrics,Household Income,Remittances Received,Money Transfers Received
1394,Remittance Inflows,Economic Metrics,Household Income,Remittances Received,Remittance Inflows
1395,Received Payments,Economic Metrics,Household Income,Remittances Received,Received Payments
1396,Transferred Funds,Economic Metrics,Household Income,Remittances Received,Transferred Funds
1397,Incoming Payments,Economic Metrics,Household Income,Remittances Received,Incoming Payments
1398,Remittance Income,Economic Metrics,Household Income,Remittances Received,Remittance Income
1399,Deposited Remittances,Economic Metrics,Household Income,Remittances Received,Deposited Remittances
1400,Received Money,Economic Metrics,Household Income,Remittances Received,Received Money
1401,Income from Informal Sector,Economic Metrics,Household Income,Income from Informal Sector,
1402,Street Vendor Earnings,Economic Metrics,Household Income,Income from Informal Sector,Street Vendor Earnings
1403,Home-Based Industry Income,Economic Metrics,Household Income,Income from Informal Sector,Home-Based Industry Income
1404,Agricultural Produce Sales,Economic Metrics,Household Income,Income from Informal Sector,Agricultural Produce Sales
1405,Tourism-Related Informal Income,Economic Metrics,Household Income,Income from Informal Sector,Tourism-Related Informal Income
1406,Handicraft Sales,Economic Metrics,Household Income,Income from Informal Sector,Handicraft Sales
1407,Casual Labor Wages,Economic Metrics,Household Income,Income from Informal Sector,Casual Labor Wages
1408,Unregistered earnings,Economic Metrics,Household Income,Income from Informal Sector,Unregistered earnings
1409,Informal earnings,Economic Metrics,Household Income,Income from Informal Sector,Informal earnings
1410,Side income,Economic Metrics,Household Income,Income from Informal Sector,Side income
1411,Casual labor income,Economic Metrics,Household Income,Income from Informal Sector,Casual labor income
1412,Gig economy income,Economic Metrics,Household Income,Income from Informal Sector,Gig economy income
1413,Freelance income,Economic Metrics,Household Income,Income from Informal Sector,Freelance income
1414,Undocumented revenue,Economic Metrics,Household Income,Income from Informal Sector,Undocumented revenue
1415,Non-traditional income,Economic Metrics,Household Income,Income from Informal Sector,Non-traditional income
1416,Cash-based earnings,Economic Metrics,Household Income,Income from Informal Sector,Cash-based earnings
1417,Off-the-books income,Economic Metrics,Household Income,Income from Informal Sector,Off-the-books income
1418,Supplemental income,Economic Metrics,Household Income,Income from Informal Sector,Supplemental income
1419,Informal work revenue,Economic Metrics,Household Income,Income from Informal Sector,Informal work revenue
1420,Ad-hoc earnings,Economic Metrics,Household Income,Income from Informal Sector,Ad-hoc earnings
1421,Self-employment income,Economic Metrics,Household Income,Income from Informal Sector,Self-employment income
1422,Self-Employment Earnings,Economic Metrics,Household Income,Self-Employment Earnings,
1423,Handicraft and Artisanal Goods Revenue,Economic Metrics,Household Income,Self-Employment Earnings,Handicraft and Artisanal Goods Revenue
1424,Local Market Retail Earnings,Economic Metrics,Household Income,Self-Employment Earnings,Local Market Retail Earnings
1425,Tourism-Related Income,Economic Metrics,Household Income,Self-Employment Earnings,Tourism-Related Income
1426,Online Business Revenue,Economic Metrics,Household Income,Self-Employment Earnings,Online Business Revenue
1427,Transportation Service Income,Economic Metrics,Household Income,Self-Employment Earnings,Transportation Service Income
1428,Freelance Income,Economic Metrics,Household Income,Self-Employment Earnings,Freelance Income
1429,Independent Contractor Earnings,Economic Metrics,Household Income,Self-Employment Earnings,Independent Contractor Earnings
1430,Solo Business Revenue,Economic Metrics,Household Income,Self-Employment Earnings,Solo Business Revenue
1431,Entrepreneurial Profits,Economic Metrics,Household Income,Self-Employment Earnings,Entrepreneurial Profits
1432,Self-Generated Income,Economic Metrics,Household Income,Self-Employment Earnings,Self-Generated Income
1433,Personal Business Earnings,Economic Metrics,Household Income,Self-Employment Earnings,Personal Business Earnings
1434,Consulting Fees,Economic Metrics,Household Income,Self-Employment Earnings,Consulting Fees
1435,Gig Economy Income,Economic Metrics,Household Income,Self-Employment Earnings,Gig Economy Income
1436,Self-Directed Revenue,Economic Metrics,Household Income,Self-Employment Earnings,Self-Directed Revenue
1437,Freelancer Profits,Economic Metrics,Household Income,Self-Employment Earnings,Freelancer Profits
1438,Owner's Draw,Economic Metrics,Household Income,Self-Employment Earnings,Owner's Draw
1439,Contract Work Earnings,Economic Metrics,Household Income,Self-Employment Earnings,Contract Work Earnings
1440,Self-Employed Revenue,Economic Metrics,Household Income,Self-Employment Earnings,Self-Employed Revenue
1441,Side Business Income,Economic Metrics,Household Income,Self-Employment Earnings,Side Business Income
1442,Business Owner Profits,Economic Metrics,Household Income,Self-Employment Earnings,Business Owner Profits
1443,Independent Income,Economic Metrics,Household Income,Self-Employment Earnings,Independent Income
1444,Property Rental Income,Economic Metrics,Household Income,Property Rental Income,
1445,Urban Residential Rent Prices,Economic Metrics,Household Income,Property Rental Income,Urban Residential Rent Prices
1446,Vacation Rental Demand,Economic Metrics,Household Income,Property Rental Income,Vacation Rental Demand
1447,Commercial Property Leasing Volume,Economic Metrics,Household Income,Property Rental Income,Commercial Property Leasing Volume
1448,Agricultural Land Lease Rates,Economic Metrics,Household Income,Property Rental Income,Agricultural Land Lease Rates
1449,Office Space Occupancy,Economic Metrics,Household Income,Property Rental Income,Office Space Occupancy
1450,Rental Revenue,Economic Metrics,Household Income,Property Rental Income,Rental Revenue
1451,Lease Income,Economic Metrics,Household Income,Property Rental Income,Lease Income
1452,Property Lease Earnings,Economic Metrics,Household Income,Property Rental Income,Property Lease Earnings
1453,Rent Proceeds,Economic Metrics,Household Income,Property Rental Income,Rent Proceeds
1454,Real Estate Rental Income,Economic Metrics,Household Income,Property Rental Income,Real Estate Rental Income
1455,Tenant Payments,Economic Metrics,Household Income,Property Rental Income,Tenant Payments
1456,Rental Returns,Economic Metrics,Household Income,Property Rental Income,Rental Returns
1457,Leasehold Income,Economic Metrics,Household Income,Property Rental Income,Leasehold Income
1458,Rental Profits,Economic Metrics,Household Income,Property Rental Income,Rental Profits
1459,Real Property Income,Economic Metrics,Household Income,Property Rental Income,Real Property Income
1460,Investment Returns,Economic Metrics,Household Income,Investment Returns,
1461,Agricultural Investment Yields,Economic Metrics,Household Income,Investment Returns,Agricultural Investment Yields
1462,Tourism Revenue Growth,Economic Metrics,Household Income,Investment Returns,Tourism Revenue Growth
1463,Investment Gains,Economic Metrics,Household Income,Investment Returns,Investment Gains
1464,Return on Investment (ROI),Economic Metrics,Household Income,Investment Returns,Return on Investment (ROI)
1465,Yield,Economic Metrics,Household Income,Investment Returns,Yield
1466,Profit from Investments,Economic Metrics,Household Income,Investment Returns,Profit from Investments
1467,Family Income,Economic Metrics,Household Income,Family Income,
1468,Total Household Earnings,Economic Metrics,Household Income,Total Household Earnings,
1469,Domestic Income,Economic Metrics,Household Income,Domestic Income,
1470,Household Earnings,Economic Metrics,Household Income,Household Earnings,
1471,Combined Income,Economic Metrics,Household Income,Combined Income,
1472,Aggregate Income,Economic Metrics,Household Income,Aggregate Income,
1473,Household Revenue,Economic Metrics,Household Income,Household Revenue,
1474,Total Family Income,Economic Metrics,Household Income,Total Family Income,
1475,Net Household Income,Economic Metrics,Household Income,Net Household Income,
1476,Household Financial Resources,Economic Metrics,Household Income,Household Financial Resources,
1477,Family Earnings,Economic Metrics,Household Income,Family Earnings,
1478,Household Pay,Economic Metrics,Household Income,Household Pay,
1479,Cost of Living,Economic Metrics,Cost of Living,,
1480,Housing Expenses,Economic Metrics,Cost of Living,Housing Expenses,
1481,Rental Rates,Economic Metrics,Cost of Living,Housing Expenses,Rental Rates
1482,Property Taxes,Economic Metrics,Cost of Living,Housing Expenses,Property Taxes
1483,Residential Utility Costs,Economic Metrics,Cost of Living,Housing Expenses,Residential Utility Costs
1484,Housing Costs,Economic Metrics,Cost of Living,Housing Expenses,Housing Costs
1485,Residential Expenses,Economic Metrics,Cost of Living,Housing Expenses,Residential Expenses
1486,Accommodation Expenses,Economic Metrics,Cost of Living,Housing Expenses,Accommodation Expenses
1487,Living Expenses,Economic Metrics,Cost of Living,Housing Expenses,Living Expenses
1488,Home Expenses,Economic Metrics,Cost of Living,Housing Expenses,Home Expenses
1489,Shelter Costs,Economic Metrics,Cost of Living,Housing Expenses,Shelter Costs
1490,Food Prices,Economic Metrics,Cost of Living,Food Prices,
1491,Rice Prices,Economic Metrics,Cost of Living,Food Prices,Rice Prices
1492,Vegetable Prices,Economic Metrics,Cost of Living,Food Prices,Vegetable Prices
1493,Fruit Prices,Economic Metrics,Cost of Living,Food Prices,Fruit Prices
1494,Fish Prices,Economic Metrics,Cost of Living,Food Prices,Fish Prices
1495,Meat Prices,Economic Metrics,Cost of Living,Food Prices,Meat Prices
1496,Grocery Costs,Economic Metrics,Cost of Living,Food Prices,Grocery Costs
1497,Meal Expenses,Economic Metrics,Cost of Living,Food Prices,Meal Expenses
1498,Food Costs,Economic Metrics,Cost of Living,Food Prices,Food Costs
1499,Culinary Prices,Economic Metrics,Cost of Living,Food Prices,Culinary Prices
1500,Nutritional Expenses,Economic Metrics,Cost of Living,Food Prices,Nutritional Expenses
1501,Market Prices for Food,Economic Metrics,Cost of Living,Food Prices,Market Prices for Food
1502,Food Expenditures,Economic Metrics,Cost of Living,Food Prices,Food Expenditures
1503,Dining Costs,Economic Metrics,Cost of Living,Food Prices,Dining Costs
1504,Food Pricing,Economic Metrics,Cost of Living,Food Prices,Food Pricing
1505,Grocery Prices,Economic Metrics,Cost of Living,Food Prices,Grocery Prices
1506,Edible Goods Prices,Economic Metrics,Cost of Living,Food Prices,Edible Goods Prices
1507,Food Budgeting,Economic Metrics,Cost of Living,Food Prices,Food Budgeting
1508,Transportation Costs,Economic Metrics,Cost of Living,Transportation Costs,
1509,Fuel Prices,Economic Metrics,Cost of Living,Transportation Costs,Fuel Prices
1510,Public Transportation Fares,Economic Metrics,Cost of Living,Transportation Costs,Public Transportation Fares
1511,Vehicle Maintenance Costs,Economic Metrics,Cost of Living,Transportation Costs,Vehicle Maintenance Costs
1512,Toll Road Charges,Economic Metrics,Cost of Living,Transportation Costs,Toll Road Charges
1513,Freight Charges,Economic Metrics,Cost of Living,Transportation Costs,Freight Charges
1514,Traffic Congestion Costs,Economic Metrics,Cost of Living,Transportation Costs,Traffic Congestion Costs
1515,Freight Expenses,Economic Metrics,Cost of Living,Transportation Costs,Freight Expenses
1516,Shipping Costs,Economic Metrics,Cost of Living,Transportation Costs,Shipping Costs
1517,Logistics Expenses,Economic Metrics,Cost of Living,Transportation Costs,Logistics Expenses
1518,Delivery Charges,Economic Metrics,Cost of Living,Transportation Costs,Delivery Charges
1519,Transit Fees,Economic Metrics,Cost of Living,Transportation Costs,Transit Fees
1520,Haulage Costs,Economic Metrics,Cost of Living,Transportation Costs,Haulage Costs
1521,Carriage Expenses,Economic Metrics,Cost of Living,Transportation Costs,Carriage Expenses
1522,Transport Fees,Economic Metrics,Cost of Living,Transportation Costs,Transport Fees
1523,Moving Costs,Economic Metrics,Cost of Living,Transportation Costs,Moving Costs
1524,Distribution Expenses,Economic Metrics,Cost of Living,Transportation Costs,Distribution Expenses
1525,Travel Costs,Economic Metrics,Cost of Living,Transportation Costs,Travel Costs
1526,Conveyance Charges,Economic Metrics,Cost of Living,Transportation Costs,Conveyance Charges
1527,Cargo Expenses,Economic Metrics,Cost of Living,Transportation Costs,Cargo Expenses
1528,Route Costs,Economic Metrics,Cost of Living,Transportation Costs,Route Costs
1529,Healthcare Costs,Economic Metrics,Cost of Living,Healthcare Costs,
1530,Hospital Admission Rates,Economic Metrics,Cost of Living,Healthcare Costs,Hospital Admission Rates
1531,Medical Equipment Prices,Economic Metrics,Cost of Living,Healthcare Costs,Medical Equipment Prices
1532,Medication Costs,Economic Metrics,Cost of Living,Healthcare Costs,Medication Costs
1533,Healthcare Worker Salaries,Economic Metrics,Cost of Living,Healthcare Costs,Healthcare Worker Salaries
1534,Health Insurance Premiums,Economic Metrics,Cost of Living,Healthcare Costs,Health Insurance Premiums
1535,Medical Expenses,Economic Metrics,Cost of Living,Healthcare Costs,Medical Expenses
1536,Health Expenditures,Economic Metrics,Cost of Living,Healthcare Costs,Health Expenditures
1537,Healthcare Spending,Economic Metrics,Cost of Living,Healthcare Costs,Healthcare Spending
1538,Medical Costs,Economic Metrics,Cost of Living,Healthcare Costs,Medical Costs
1539,Health Care Fees,Economic Metrics,Cost of Living,Healthcare Costs,Health Care Fees
1540,Healthcare Charges,Economic Metrics,Cost of Living,Healthcare Costs,Healthcare Charges
1541,Patient Costs,Economic Metrics,Cost of Living,Healthcare Costs,Patient Costs
1542,Health Service Costs,Economic Metrics,Cost of Living,Healthcare Costs,Health Service Costs
1543,Medical Billing,Economic Metrics,Cost of Living,Healthcare Costs,Medical Billing
1544,Healthcare Financials,Economic Metrics,Cost of Living,Healthcare Costs,Healthcare Financials
1545,Health Insurance Costs,Economic Metrics,Cost of Living,Healthcare Costs,Health Insurance Costs
1546,Treatment Expenses,Economic Metrics,Cost of Living,Healthcare Costs,Treatment Expenses
1547,Clinical Costs,Economic Metrics,Cost of Living,Healthcare Costs,Clinical Costs
1548,Healthcare Price Tag,Economic Metrics,Cost of Living,Healthcare Costs,Healthcare Price Tag
1549,Educational Expenses,Economic Metrics,Cost of Living,Educational Expenses,
1550,Tuition Fees,Economic Metrics,Cost of Living,Educational Expenses,Tuition Fees
1551,Textbook Costs,Economic Metrics,Cost of Living,Educational Expenses,Textbook Costs
1552,School Uniform Expenses,Economic Metrics,Cost of Living,Educational Expenses,School Uniform Expenses
1553,Extracurricular Activity Costs,Economic Metrics,Cost of Living,Educational Expenses,Extracurricular Activity Costs
1554,Private Tutoring Fees,Economic Metrics,Cost of Living,Educational Expenses,Private Tutoring Fees
1555,School Transportation Fees,Economic Metrics,Cost of Living,Educational Expenses,School Transportation Fees
1556,School Costs,Economic Metrics,Cost of Living,Educational Expenses,School Costs
1557,Academic Expenses,Economic Metrics,Cost of Living,Educational Expenses,Academic Expenses
1558,Learning Expenses,Economic Metrics,Cost of Living,Educational Expenses,Learning Expenses
1559,Instructional Costs,Economic Metrics,Cost of Living,Educational Expenses,Instructional Costs
1560,Training Fees,Economic Metrics,Cost of Living,Educational Expenses,Training Fees
1561,Course Fees,Economic Metrics,Cost of Living,Educational Expenses,Course Fees
1562,Scholarship Costs,Economic Metrics,Cost of Living,Educational Expenses,Scholarship Costs
1563,Study Expenses,Economic Metrics,Cost of Living,Educational Expenses,Study Expenses
1564,Enrollment Fees,Economic Metrics,Cost of Living,Educational Expenses,Enrollment Fees
1565,Material Fees,Economic Metrics,Cost of Living,Educational Expenses,Material Fees
1566,Student Fees,Economic Metrics,Cost of Living,Educational Expenses,Student Fees
1567,Educational Costs,Economic Metrics,Cost of Living,Educational Expenses,Educational Costs
1568,College Expenses,Economic Metrics,Cost of Living,Educational Expenses,College Expenses
1569,University Fees,Economic Metrics,Cost of Living,Educational Expenses,University Fees
1570,Living expenses,Economic Metrics,Cost of Living,Living expenses,
1571,Cost of existence,Economic Metrics,Cost of Living,Cost of existence,
1572,Living costs,Economic Metrics,Cost of Living,Living costs,
1573,Expense of living,Economic Metrics,Cost of Living,Expense of living,
1574,Standard of living expenses,Economic Metrics,Cost of Living,Standard of living expenses,
1575,Daily expenses,Economic Metrics,Cost of Living,Daily expenses,
1576,Cost of survival,Economic Metrics,Cost of Living,Cost of survival,
1577,Household expenses,Economic Metrics,Cost of Living,Household expenses,
1578,Monthly expenses,Economic Metrics,Cost of Living,Monthly expenses,
1579,Financial burden,Economic Metrics,Cost of Living,Financial burden,
1580,Small and Medium Enterprise Activity,Economic Metrics,Small and Medium Enterprise Activity,,
1581,Number of Active SMEs,Economic Metrics,Small and Medium Enterprise Activity,Number of Active SMEs,
1582,SME Employment Numbers,Economic Metrics,Small and Medium Enterprise Activity,Number of Active SMEs,SME Employment Numbers
1583,SME Revenue,Economic Metrics,Small and Medium Enterprise Activity,Number of Active SMEs,SME Revenue
