,topic,category 0,category 1,category 2,category 3
442,Cable Maintenance Frequency,Offshore Energy Infrastructure Development,Underwater Cabling Networks,Cable Maintenance Frequency,
443,Inspection Schedule Variability,Offshore Energy Infrastructure Development,Underwater Cabling Networks,Cable Maintenance Frequency,Inspection Schedule Variability
444,Repair Interval Duration,Offshore Energy Infrastructure Development,Underwater Cabling Networks,Cable Maintenance Frequency,Repair Interval Duration
445,Component Replacement Rate,Offshore Energy Infrastructure Development,Underwater Cabling Networks,Cable Maintenance Frequency,Component Replacement Rate
446,Preventative Maintenance Activities,Offshore Energy Infrastructure Development,Underwater Cabling Networks,Cable Maintenance Frequency,Preventative Maintenance Activities
447,Tidal Energy Facilities,Offshore Energy Infrastructure Development,Tidal Energy Facilities,,
448,Turbine Installation Density,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Turbine Installation Density,
449,Number of Turbines per Square Kilometer,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Turbine Installation Density,Number of Turbines per Square Kilometer
450,Spacing Between Turbines,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Turbine Installation Density,Spacing Between Turbines
451,Cluster Formation Patterns,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Turbine Installation Density,Cluster Formation Patterns
452,Height Variety Among Turbines,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Turbine Installation Density,Height Variety Among Turbines
453,Foundation Structure Types,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Turbine Installation Density,Foundation Structure Types
454,Array Layout Designs,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Turbine Installation Density,Array Layout Designs
455,Seafloor Footprint,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Seafloor Footprint,
456,Footprint Area of Foundations,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Seafloor Footprint,Footprint Area of Foundations
457,Extent of Seafloor Cables,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Seafloor Footprint,Extent of Seafloor Cables
458,Seafloor Habitat Alteration,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Seafloor Footprint,Seafloor Habitat Alteration
459,Sediment Redistribution,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Seafloor Footprint,Sediment Redistribution
460,Seafloor Infrastructure Density,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Seafloor Footprint,Seafloor Infrastructure Density
461,Marine Navigation Obstructions,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Marine Navigation Obstructions,
462,Presence of Underwater Cables,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Marine Navigation Obstructions,Presence of Underwater Cables
463,Navigation Markers and Buoys,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Marine Navigation Obstructions,Navigation Markers and Buoys
464,Visibility of Surface Structures,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Marine Navigation Obstructions,Visibility of Surface Structures
465,Influence on Navigational Routes,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Marine Navigation Obstructions,Influence on Navigational Routes
466,Operational Noise Levels,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Operational Noise Levels,
467,Sound Intensity of Turbine Operation,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Operational Noise Levels,Sound Intensity of Turbine Operation
468,Frequency Range Emission,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Operational Noise Levels,Frequency Range Emission
469,Noise Propagation Distance,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Operational Noise Levels,Noise Propagation Distance
470,Intermittency of Acoustic Output,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Operational Noise Levels,Intermittency of Acoustic Output
471,Tidal Range Alteration,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Tidal Range Alteration,
472,Coastal Erosion Rates,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Tidal Range Alteration,Coastal Erosion Rates
473,Habitat Area Changes,Offshore Energy Infrastructure Development,Tidal Energy Facilities,Tidal Range Alteration,Habitat Area Changes
474,Wave Power Structures,Offshore Energy Infrastructure Development,Wave Power Structures,,
475,Device Deployment Density,Offshore Energy Infrastructure Development,Wave Power Structures,Device Deployment Density,
476,Turbine Array Compactness,Offshore Energy Infrastructure Development,Wave Power Structures,Device Deployment Density,Turbine Array Compactness
477,Spacing Between Devices,Offshore Energy Infrastructure Development,Wave Power Structures,Device Deployment Density,Spacing Between Devices
478,Deployment Layer Concentration,Offshore Energy Infrastructure Development,Wave Power Structures,Device Deployment Density,Deployment Layer Concentration
479,Device Cluster Distribution,Offshore Energy Infrastructure Development,Wave Power Structures,Device Deployment Density,Device Cluster Distribution
480,Grid Pattern Complexity,Offshore Energy Infrastructure Development,Wave Power Structures,Device Deployment Density,Grid Pattern Complexity
481,Sea Floor Footprint Size,Offshore Energy Infrastructure Development,Wave Power Structures,Sea Floor Footprint Size,
482,Foundation Area Coverage,Offshore Energy Infrastructure Development,Wave Power Structures,Sea Floor Footprint Size,Foundation Area Coverage
483,Cable Trenching Extent,Offshore Energy Infrastructure Development,Wave Power Structures,Sea Floor Footprint Size,Cable Trenching Extent
484,Scour Protection Zone,Offshore Energy Infrastructure Development,Wave Power Structures,Sea Floor Footprint Size,Scour Protection Zone
485,Equipment Anchoring Size,Offshore Energy Infrastructure Development,Wave Power Structures,Sea Floor Footprint Size,Equipment Anchoring Size
486,Power Generation Capacity,Offshore Energy Infrastructure Development,Wave Power Structures,Power Generation Capacity,
487,Turbine Power Output,Offshore Energy Infrastructure Development,Wave Power Structures,Power Generation Capacity,Turbine Power Output
488,Renewable Energy Integration,Offshore Energy Infrastructure Development,Wave Power Structures,Power Generation Capacity,Renewable Energy Integration
489,Energy Storage Capability,Offshore Energy Infrastructure Development,Wave Power Structures,Power Generation Capacity,Energy Storage Capability
490,Grid Connection Capacity,Offshore Energy Infrastructure Development,Wave Power Structures,Power Generation Capacity,Grid Connection Capacity
491,Transmission Efficiency,Offshore Energy Infrastructure Development,Wave Power Structures,Power Generation Capacity,Transmission Efficiency
492,Material Usage Volume,Offshore Energy Infrastructure Development,Wave Power Structures,Material Usage Volume,
493,Steel Consumption,Offshore Energy Infrastructure Development,Wave Power Structures,Material Usage Volume,Steel Consumption
494,Concrete Utilization,Offshore Energy Infrastructure Development,Wave Power Structures,Material Usage Volume,Concrete Utilization
495,Plastic Components Usage,Offshore Energy Infrastructure Development,Wave Power Structures,Material Usage Volume,Plastic Components Usage
496,Marine Habitat Encroachment,Offshore Energy Infrastructure Development,Wave Power Structures,Marine Habitat Encroachment,
497,Sediment Displacement,Offshore Energy Infrastructure Development,Wave Power Structures,Marine Habitat Encroachment,Sediment Displacement
498,Marine Mammal Movement Interruption,Offshore Energy Infrastructure Development,Wave Power Structures,Marine Habitat Encroachment,Marine Mammal Movement Interruption
499,Shoreline Distance,Offshore Energy Infrastructure Development,Wave Power Structures,Shoreline Distance,
500,Turbine Distance to Shore,Offshore Energy Infrastructure Development,Wave Power Structures,Shoreline Distance,Turbine Distance to Shore
501,Cable Length to Grid Connection,Offshore Energy Infrastructure Development,Wave Power Structures,Shoreline Distance,Cable Length to Grid Connection
502,Visual Impact Radius from Shore,Offshore Energy Infrastructure Development,Wave Power Structures,Shoreline Distance,Visual Impact Radius from Shore
503,Proximity to Shipping Lanes,Offshore Energy Infrastructure Development,Wave Power Structures,Shoreline Distance,Proximity to Shipping Lanes
504,Shoreline Access for Construction,Offshore Energy Infrastructure Development,Wave Power Structures,Shoreline Distance,Shoreline Access for Construction
505,Distance to Marine Protected Areas,Offshore Energy Infrastructure Development,Wave Power Structures,Shoreline Distance,Distance to Marine Protected Areas
506,Maintenance Frequency,Offshore Energy Infrastructure Development,Wave Power Structures,Maintenance Frequency,
507,Inspection Cycles,Offshore Energy Infrastructure Development,Wave Power Structures,Maintenance Frequency,Inspection Cycles
508,Component Replacement Intervals,Offshore Energy Infrastructure Development,Wave Power Structures,Maintenance Frequency,Component Replacement Intervals
509,Corrosion Monitoring Frequency,Offshore Energy Infrastructure Development,Wave Power Structures,Maintenance Frequency,Corrosion Monitoring Frequency
510,Lubrication Schedule Frequency,Offshore Energy Infrastructure Development,Wave Power Structures,Maintenance Frequency,Lubrication Schedule Frequency
511,Equipment Testing Frequency,Offshore Energy Infrastructure Development,Wave Power Structures,Maintenance Frequency,Equipment Testing Frequency
512,Structural Integrity Assessments,Offshore Energy Infrastructure Development,Wave Power Structures,Maintenance Frequency,Structural Integrity Assessments
513,Operational Downtime for Maintenance,Offshore Energy Infrastructure Development,Wave Power Structures,Maintenance Frequency,Operational Downtime for Maintenance
514,Marine Environmental Quality,Marine Environmental Quality,,,
515,Water Column Turbidity,Marine Environmental Quality,Water Column Turbidity,,
516,Suspended Sediment Concentration,Marine Environmental Quality,Water Column Turbidity,Suspended Sediment Concentration,
517,Sediment Load from Offshore Construction,Marine Environmental Quality,Water Column Turbidity,Suspended Sediment Concentration,Sediment Load from Offshore Construction
518,Algal Blooms Density,Marine Environmental Quality,Water Column Turbidity,Algal Blooms Density,
519,Nutrient Concentration,Marine Environmental Quality,Water Column Turbidity,Algal Blooms Density,Nutrient Concentration
520,Water Temperature,Marine Environmental Quality,Water Column Turbidity,Algal Blooms Density,Water Temperature
521,Salinity Levels,Marine Environmental Quality,Water Column Turbidity,Algal Blooms Density,Salinity Levels
522,Light Availability,Marine Environmental Quality,Water Column Turbidity,Algal Blooms Density,Light Availability
523,Ocean Current Patterns,Marine Environmental Quality,Water Column Turbidity,Algal Blooms Density,Ocean Current Patterns
524,Particulate Matter Content,Marine Environmental Quality,Water Column Turbidity,Particulate Matter Content,
525,Microplastic Concentration,Marine Environmental Quality,Water Column Turbidity,Particulate Matter Content,Microplastic Concentration
526,Organic Particulate Levels,Marine Environmental Quality,Water Column Turbidity,Particulate Matter Content,Organic Particulate Levels
527,Inorganic Particulate Composition,Marine Environmental Quality,Water Column Turbidity,Particulate Matter Content,Inorganic Particulate Composition
528,Biogenic Particulate Material,Marine Environmental Quality,Water Column Turbidity,Particulate Matter Content,Biogenic Particulate Material
529,Noise Pollution Levels,Marine Environmental Quality,Noise Pollution Levels,,
530,Underwater Acoustic Levels,Marine Environmental Quality,Noise Pollution Levels,Underwater Acoustic Levels,
531,Ambient Underwater Noise Levels,Marine Environmental Quality,Noise Pollution Levels,Underwater Acoustic Levels,Ambient Underwater Noise Levels
532,Hydroacoustic Pressure Variations,Marine Environmental Quality,Noise Pollution Levels,Underwater Acoustic Levels,Hydroacoustic Pressure Variations
533,Underwater Acoustic Propagation Range,Marine Environmental Quality,Noise Pollution Levels,Underwater Acoustic Levels,Underwater Acoustic Propagation Range
534,Sound Frequency Distribution,Marine Environmental Quality,Noise Pollution Levels,Underwater Acoustic Levels,Sound Frequency Distribution
535,Noise Impact on Sedimentation Rates,Marine Environmental Quality,Noise Pollution Levels,Underwater Acoustic Levels,Noise Impact on Sedimentation Rates
536,Sound Transmission Loss Factors,Marine Environmental Quality,Noise Pollution Levels,Underwater Acoustic Levels,Sound Transmission Loss Factors
537,Ship Traffic Noise Intensity,Marine Environmental Quality,Noise Pollution Levels,Ship Traffic Noise Intensity,
538,Propeller Noise Levels,Marine Environmental Quality,Noise Pollution Levels,Ship Traffic Noise Intensity,Propeller Noise Levels
539,Engine Sound Emission,Marine Environmental Quality,Noise Pollution Levels,Ship Traffic Noise Intensity,Engine Sound Emission
540,Hull Vibration Acoustic Output,Marine Environmental Quality,Noise Pollution Levels,Ship Traffic Noise Intensity,Hull Vibration Acoustic Output
541,Anchor Deployment Noise,Marine Environmental Quality,Noise Pollution Levels,Ship Traffic Noise Intensity,Anchor Deployment Noise
542,Ballast Water Discharge Sounds,Marine Environmental Quality,Noise Pollution Levels,Ship Traffic Noise Intensity,Ballast Water Discharge Sounds
543,Navigational Signal Acoustic Emission,Marine Environmental Quality,Noise Pollution Levels,Ship Traffic Noise Intensity,Navigational Signal Acoustic Emission
544,Seismic Survey Sound Emissions,Marine Environmental Quality,Noise Pollution Levels,Seismic Survey Sound Emissions,
545,Marine Mammal Stress Levels,Marine Environmental Quality,Noise Pollution Levels,Seismic Survey Sound Emissions,Marine Mammal Stress Levels
546,Seafloor Habitat Disruption,Marine Environmental Quality,Noise Pollution Levels,Seismic Survey Sound Emissions,Seafloor Habitat Disruption
547,Marine Construction Noise Emission,Marine Environmental Quality,Noise Pollution Levels,Marine Construction Noise Emission,
548,Frequency Range of Emitted Sounds,Marine Environmental Quality,Noise Pollution Levels,Marine Construction Noise Emission,Frequency Range of Emitted Sounds
549,Intensity Levels at Construction Sites,Marine Environmental Quality,Noise Pollution Levels,Marine Construction Noise Emission,Intensity Levels at Construction Sites
550,Temporal Duration of Construction Noise,Marine Environmental Quality,Noise Pollution Levels,Marine Construction Noise Emission,Temporal Duration of Construction Noise
551,Impact Radius on Marine Mammals Behavior,Marine Environmental Quality,Noise Pollution Levels,Marine Construction Noise Emission,Impact Radius on Marine Mammals Behavior
552,Acoustic Disturbance from Wind Farms,Marine Environmental Quality,Noise Pollution Levels,Acoustic Disturbance from Wind Farms,
553,Noise Transmission Distance,Marine Environmental Quality,Noise Pollution Levels,Acoustic Disturbance from Wind Farms,Noise Transmission Distance
554,Sound Frequency Variation,Marine Environmental Quality,Noise Pollution Levels,Acoustic Disturbance from Wind Farms,Sound Frequency Variation
555,Disturbance Duration,Marine Environmental Quality,Noise Pollution Levels,Acoustic Disturbance from Wind Farms,Disturbance Duration
556,Subsea Drilling Noise Complexity,Marine Environmental Quality,Noise Pollution Levels,Subsea Drilling Noise Complexity,
557,Noise Frequency Spectrum Variation,Marine Environmental Quality,Noise Pollution Levels,Subsea Drilling Noise Complexity,Noise Frequency Spectrum Variation
558,Sound Propagation Distance,Marine Environmental Quality,Noise Pollution Levels,Subsea Drilling Noise Complexity,Sound Propagation Distance
559,Acoustic Impact on Sediment Layers,Marine Environmental Quality,Noise Pollution Levels,Subsea Drilling Noise Complexity,Acoustic Impact on Sediment Layers
560,Vibration Transmission Through Substrate,Marine Environmental Quality,Noise Pollution Levels,Subsea Drilling Noise Complexity,Vibration Transmission Through Substrate
561,Interaction with Marine Mammal Communication,Marine Environmental Quality,Noise Pollution Levels,Subsea Drilling Noise Complexity,Interaction with Marine Mammal Communication
562,Residual Noise Post-Drilling,Marine Environmental Quality,Noise Pollution Levels,Subsea Drilling Noise Complexity,Residual Noise Post-Drilling
563,Cumulative Noise Effects in Multi-Operation Sites,Marine Environmental Quality,Noise Pollution Levels,Subsea Drilling Noise Complexity,Cumulative Noise Effects in Multi-Operation Sites
564,Artificial Noise in Coral Reef Areas,Marine Environmental Quality,Noise Pollution Levels,Artificial Noise in Coral Reef Areas,
565,Noise Pollution Levels in Coral Reefs,Marine Environmental Quality,Noise Pollution Levels,Artificial Noise in Coral Reef Areas,Noise Pollution Levels in Coral Reefs
566,Anthropogenic Soundscape Variability,Marine Environmental Quality,Noise Pollution Levels,Artificial Noise in Coral Reef Areas,Anthropogenic Soundscape Variability
567,Impact on Coral Reef Organism Communication,Marine Environmental Quality,Noise Pollution Levels,Artificial Noise in Coral Reef Areas,Impact on Coral Reef Organism Communication
568,Sound Masking Effects on Coral Reefs,Marine Environmental Quality,Noise Pollution Levels,Artificial Noise in Coral Reef Areas,Sound Masking Effects on Coral Reefs
569,Acoustic Habitat Alteration,Marine Environmental Quality,Noise Pollution Levels,Artificial Noise in Coral Reef Areas,Acoustic Habitat Alteration
570,Underwater Sound Propagation Disturbance,Marine Environmental Quality,Noise Pollution Levels,Artificial Noise in Coral Reef Areas,Underwater Sound Propagation Disturbance
571,Chemical Contamination,Marine Environmental Quality,Chemical Contamination,,
572,Heavy Metal Concentrations,Marine Environmental Quality,Chemical Contamination,Heavy Metal Concentrations,
573,Mercury Levels in Marine Sediments,Marine Environmental Quality,Chemical Contamination,Heavy Metal Concentrations,Mercury Levels in Marine Sediments
574,Lead Concentration in Coastal Waters,Marine Environmental Quality,Chemical Contamination,Heavy Metal Concentrations,Lead Concentration in Coastal Waters
575,Cadmium Content in Marine Organisms,Marine Environmental Quality,Chemical Contamination,Heavy Metal Concentrations,Cadmium Content in Marine Organisms
576,Arsenic Presence in Oceanic Currents,Marine Environmental Quality,Chemical Contamination,Heavy Metal Concentrations,Arsenic Presence in Oceanic Currents
577,Copper Accumulation on Seafloor,Marine Environmental Quality,Chemical Contamination,Heavy Metal Concentrations,Copper Accumulation on Seafloor
578,Nickel Levels in Marine Food Chains,Marine Environmental Quality,Chemical Contamination,Heavy Metal Concentrations,Nickel Levels in Marine Food Chains
579,Persistent Organic Pollutant Levels,Marine Environmental Quality,Chemical Contamination,Persistent Organic Pollutant Levels,
580,PCB Concentrations,Marine Environmental Quality,Chemical Contamination,Persistent Organic Pollutant Levels,PCB Concentrations
581,Dioxin Levels,Marine Environmental Quality,Chemical Contamination,Persistent Organic Pollutant Levels,Dioxin Levels
582,PAH Accumulation,Marine Environmental Quality,Chemical Contamination,Persistent Organic Pollutant Levels,PAH Accumulation
583,Pesticide Residues,Marine Environmental Quality,Chemical Contamination,Persistent Organic Pollutant Levels,Pesticide Residues
584,Nutrient Enrichment,Marine Environmental Quality,Chemical Contamination,Nutrient Enrichment,
585,Algal Bloom Intensity,Marine Environmental Quality,Chemical Contamination,Nutrient Enrichment,Algal Bloom Intensity
586,Dissolved Oxygen Concentration,Marine Environmental Quality,Chemical Contamination,Nutrient Enrichment,Dissolved Oxygen Concentration
587,Nitrate Levels,Marine Environmental Quality,Chemical Contamination,Nutrient Enrichment,Nitrate Levels
588,Phosphate Levels,Marine Environmental Quality,Chemical Contamination,Nutrient Enrichment,Phosphate Levels
589,Water Turbidity,Marine Environmental Quality,Chemical Contamination,Nutrient Enrichment,Water Turbidity
590,pH Changes from Chemical Discharges,Marine Environmental Quality,Chemical Contamination,pH Changes from Chemical Discharges,
591,Acidity Levels in Coastal Waters,Marine Environmental Quality,Chemical Contamination,pH Changes from Chemical Discharges,Acidity Levels in Coastal Waters
592,Alkalinity Shifts in Marine Ecosystems,Marine Environmental Quality,Chemical Contamination,pH Changes from Chemical Discharges,Alkalinity Shifts in Marine Ecosystems
593,Buffer Capacity of Seawater,Marine Environmental Quality,Chemical Contamination,pH Changes from Chemical Discharges,Buffer Capacity of Seawater
594,Carbonate Ion Concentration,Marine Environmental Quality,Chemical Contamination,pH Changes from Chemical Discharges,Carbonate Ion Concentration
595,Calcification Rates in Marine Organisms,Marine Environmental Quality,Chemical Contamination,pH Changes from Chemical Discharges,Calcification Rates in Marine Organisms
596,Dissolution Rates of Calcium Carbonate Structures,Marine Environmental Quality,Chemical Contamination,pH Changes from Chemical Discharges,Dissolution Rates of Calcium Carbonate Structures
597,Hydrocarbon Residues,Marine Environmental Quality,Chemical Contamination,Hydrocarbon Residues,
598,Sediment Contamination Levels,Marine Environmental Quality,Chemical Contamination,Hydrocarbon Residues,Sediment Contamination Levels
599,Water Column Hydrocarbon Concentrations,Marine Environmental Quality,Chemical Contamination,Hydrocarbon Residues,Water Column Hydrocarbon Concentrations
600,Dissolved Hydrocarbon Content,Marine Environmental Quality,Chemical Contamination,Hydrocarbon Residues,Dissolved Hydrocarbon Content
601,Marine Organism Tissue Residues,Marine Environmental Quality,Chemical Contamination,Hydrocarbon Residues,Marine Organism Tissue Residues
602,Oil Slick Formation Extent,Marine Environmental Quality,Chemical Contamination,Hydrocarbon Residues,Oil Slick Formation Extent
603,Synthetic Microfiber Presence,Marine Environmental Quality,Chemical Contamination,Synthetic Microfiber Presence,
604,Water Column Concentration of Microfibers,Marine Environmental Quality,Chemical Contamination,Synthetic Microfiber Presence,Water Column Concentration of Microfibers
605,Microfiber Accumulation in Marine Sediments,Marine Environmental Quality,Chemical Contamination,Synthetic Microfiber Presence,Microfiber Accumulation in Marine Sediments
606,Microfiber Ingestion by Marine Organisms,Marine Environmental Quality,Chemical Contamination,Synthetic Microfiber Presence,Microfiber Ingestion by Marine Organisms
607,Fiber Presence in Coastal Waters,Marine Environmental Quality,Chemical Contamination,Synthetic Microfiber Presence,Fiber Presence in Coastal Waters
608,Microfiber Transport in Ocean Currents,Marine Environmental Quality,Chemical Contamination,Synthetic Microfiber Presence,Microfiber Transport in Ocean Currents
609,Microfiber Concentration in Marine Snow,Marine Environmental Quality,Chemical Contamination,Synthetic Microfiber Presence,Microfiber Concentration in Marine Snow
610,Fisheries Economic Performance,Fisheries Economic Performance,,,
611,Revenue from Fish Sales,Fisheries Economic Performance,Revenue from Fish Sales,,
612,Fish Harvest Quantity,Fisheries Economic Performance,Revenue from Fish Sales,Fish Harvest Quantity,
613,Catch Volume Consistency,Fisheries Economic Performance,Revenue from Fish Sales,Fish Harvest Quantity,Catch Volume Consistency
614,Aggregate Species Harvest,Fisheries Economic Performance,Revenue from Fish Sales,Fish Harvest Quantity,Aggregate Species Harvest
615,Fishing Trip Yield,Fisheries Economic Performance,Revenue from Fish Sales,Fish Harvest Quantity,Fishing Trip Yield
616,Regional Fish Catch Distribution,Fisheries Economic Performance,Revenue from Fish Sales,Fish Harvest Quantity,Regional Fish Catch Distribution
617,Offshore Area-Specific Harvest Levels,Fisheries Economic Performance,Revenue from Fish Sales,Fish Harvest Quantity,Offshore Area-Specific Harvest Levels
618,Species-Specific Market Share,Fisheries Economic Performance,Revenue from Fish Sales,Species-Specific Market Share,
619,Regional Species Preference,Fisheries Economic Performance,Revenue from Fish Sales,Species-Specific Market Share,Regional Species Preference
620,Market Price Variability by Species,Fisheries Economic Performance,Revenue from Fish Sales,Species-Specific Market Share,Market Price Variability by Species
621,Seasonal Catch Volume,Fisheries Economic Performance,Revenue from Fish Sales,Seasonal Catch Volume,
622,Catch Timing Variability,Fisheries Economic Performance,Revenue from Fish Sales,Seasonal Catch Volume,Catch Timing Variability
623,Regional Catch Distribution,Fisheries Economic Performance,Revenue from Fish Sales,Seasonal Catch Volume,Regional Catch Distribution
624,Catch Composition Diversity,Fisheries Economic Performance,Revenue from Fish Sales,Seasonal Catch Volume,Catch Composition Diversity
625,Season-Specific Catch Reliance,Fisheries Economic Performance,Revenue from Fish Sales,Seasonal Catch Volume,Season-Specific Catch Reliance
626,Cost of Operations,Fisheries Economic Performance,Cost of Operations,,
627,Fuel Costs,Fisheries Economic Performance,Cost of Operations,Fuel Costs,
628,Fuel Price Volatility,Fisheries Economic Performance,Cost of Operations,Fuel Costs,Fuel Price Volatility
629,Fuel Supply Chain Dynamics,Fisheries Economic Performance,Cost of Operations,Fuel Costs,Fuel Supply Chain Dynamics
630,Refueling Frequency,Fisheries Economic Performance,Cost of Operations,Fuel Costs,Refueling Frequency
631,Energy Source Diversification,Fisheries Economic Performance,Cost of Operations,Fuel Costs,Energy Source Diversification
632,Equipment Maintenance Costs,Fisheries Economic Performance,Cost of Operations,Equipment Maintenance Costs,
633,Replacement Parts Availability,Fisheries Economic Performance,Cost of Operations,Equipment Maintenance Costs,Replacement Parts Availability
634,Repair Frequency,Fisheries Economic Performance,Cost of Operations,Equipment Maintenance Costs,Repair Frequency
635,Technology Adaptation in Equipment,Fisheries Economic Performance,Cost of Operations,Equipment Maintenance Costs,Technology Adaptation in Equipment
636,Labor Expenses,Fisheries Economic Performance,Cost of Operations,Labor Expenses,
637,Wage Levels,Fisheries Economic Performance,Cost of Operations,Labor Expenses,Wage Levels
638,Crew Size,Fisheries Economic Performance,Cost of Operations,Labor Expenses,Crew Size
639,Training and Skill Development Costs,Fisheries Economic Performance,Cost of Operations,Labor Expenses,Training and Skill Development Costs
640,Safety Equipment and Compliance Costs,Fisheries Economic Performance,Cost of Operations,Labor Expenses,Safety Equipment and Compliance Costs
641,Insurance Premiums,Fisheries Economic Performance,Cost of Operations,Insurance Premiums,
642,Natural Hazard Coverage,Fisheries Economic Performance,Cost of Operations,Insurance Premiums,Natural Hazard Coverage
643,Risk Assessment Adjustments,Fisheries Economic Performance,Cost of Operations,Insurance Premiums,Risk Assessment Adjustments
644,Vessel Lease Costs,Fisheries Economic Performance,Cost of Operations,Vessel Lease Costs,
645,Availability of Leasing Opportunities,Fisheries Economic Performance,Cost of Operations,Vessel Lease Costs,Availability of Leasing Opportunities
646,Demand for Specialized Vessels,Fisheries Economic Performance,Cost of Operations,Vessel Lease Costs,Demand for Specialized Vessels
647,Fish Market Prices,Fisheries Economic Performance,Fish Market Prices,,
648,Local Fish Availability,Fisheries Economic Performance,Fish Market Prices,Local Fish Availability,
649,Energy Project Proximity to Fishing Zones,Fisheries Economic Performance,Fish Market Prices,Local Fish Availability,Energy Project Proximity to Fishing Zones
650,Fish Distribution over Fishable Areas,Fisheries Economic Performance,Fish Market Prices,Local Fish Availability,Fish Distribution over Fishable Areas
651,Spawning Ground Access,Fisheries Economic Performance,Fish Market Prices,Local Fish Availability,Spawning Ground Access
652,Operational Zone Reductions,Fisheries Economic Performance,Fish Market Prices,Local Fish Availability,Operational Zone Reductions
653,Transportation Costs to Market,Fisheries Economic Performance,Fish Market Prices,Transportation Costs to Market,
654,Fuel Expenditures,Fisheries Economic Performance,Fish Market Prices,Transportation Costs to Market,Fuel Expenditures
655,Distance to Market,Fisheries Economic Performance,Fish Market Prices,Transportation Costs to Market,Distance to Market
656,Vessel Maintenance Costs,Fisheries Economic Performance,Fish Market Prices,Transportation Costs to Market,Vessel Maintenance Costs
657,Port Fees,Fisheries Economic Performance,Fish Market Prices,Transportation Costs to Market,Port Fees
658,Crew Labor Costs,Fisheries Economic Performance,Fish Market Prices,Transportation Costs to Market,Crew Labor Costs
659,Seasonal Fishing Yields,Fisheries Economic Performance,Fish Market Prices,Seasonal Fishing Yields,
660,Seasonal Species Catch Volume,Fisheries Economic Performance,Fish Market Prices,Seasonal Fishing Yields,Seasonal Species Catch Volume
661,Regional Market Prices During Season,Fisheries Economic Performance,Fish Market Prices,Seasonal Fishing Yields,Regional Market Prices During Season
662,Sea Condition Variability Impact on Harvest,Fisheries Economic Performance,Fish Market Prices,Seasonal Fishing Yields,Sea Condition Variability Impact on Harvest
663,Seasonal Workforce Availability,Fisheries Economic Performance,Fish Market Prices,Seasonal Fishing Yields,Seasonal Workforce Availability
664,Technological Adaptation for Seasonal Conditions,Fisheries Economic Performance,Fish Market Prices,Seasonal Fishing Yields,Technological Adaptation for Seasonal Conditions
665,Access to Seasonal Fishing Grounds,Fisheries Economic Performance,Fish Market Prices,Seasonal Fishing Yields,Access to Seasonal Fishing Grounds
666,Timing of Seasonal Openings and Closures,Fisheries Economic Performance,Fish Market Prices,Seasonal Fishing Yields,Timing of Seasonal Openings and Closures
667,Investment in Seasonal Fishing Gear,Fisheries Economic Performance,Fish Market Prices,Seasonal Fishing Yields,Investment in Seasonal Fishing Gear
668,Offshore Energy Policy Impacts,Fisheries Economic Performance,Fish Market Prices,Offshore Energy Policy Impacts,
669,Fishing Revenue from Energy Lease Areas,Fisheries Economic Performance,Fish Market Prices,Offshore Energy Policy Impacts,Fishing Revenue from Energy Lease Areas
670,Fleet Operation Costs due to Energy Regulations,Fisheries Economic Performance,Fish Market Prices,Offshore Energy Policy Impacts,Fleet Operation Costs due to Energy Regulations
671,Access to Fishing Grounds Affected by Energy Development,Fisheries Economic Performance,Fish Market Prices,Offshore Energy Policy Impacts,Access to Fishing Grounds Affected by Energy Development
672,Market Competition from Energy Sector,Fisheries Economic Performance,Fish Market Prices,Market Competition from Energy Sector,
673,Fishery Product Pricing Pressure,Fisheries Economic Performance,Fish Market Prices,Market Competition from Energy Sector,Fishery Product Pricing Pressure
674,Access to Fishing Grounds,Fisheries Economic Performance,Fish Market Prices,Market Competition from Energy Sector,Access to Fishing Grounds
675,Labor Allocation between Sectors,Fisheries Economic Performance,Fish Market Prices,Market Competition from Energy Sector,Labor Allocation between Sectors
