,topic,category 0,category 1,category 2,category 3
491,Digital Communication Proficiency,Information Environment,Digital Literacy Rates,Internet Access and Usage Skills,Digital Communication Proficiency
492,E-Government Service Accessibility,Information Environment,Digital Literacy Rates,Internet Access and Usage Skills,E-Government Service Accessibility
493,Access to Information Technology,Information Environment,Access to Information Technology,,
494,Internet Penetration,Information Environment,Access to Information Technology,Internet Penetration,
495,Broadband Subscription Rates,Information Environment,Access to Information Technology,Internet Penetration,Broadband Subscription Rates
496,Digital Literacy Programs,Information Environment,Access to Information Technology,Internet Penetration,Digital Literacy Programs
497,Mobile Device Ownership,Information Environment,Access to Information Technology,Mobile Device Ownership,
498,Smartphone Penetration,Information Environment,Access to Information Technology,Mobile Device Ownership,Smartphone Penetration
499,Mobile Internet Subscription Rates,Information Environment,Access to Information Technology,Mobile Device Ownership,Mobile Internet Subscription Rates
500,Usage of Mobile Applications,Information Environment,Access to Information Technology,Mobile Device Ownership,Usage of Mobile Applications
501,Ownership of Multiple Devices,Information Environment,Access to Information Technology,Mobile Device Ownership,Ownership of Multiple Devices
502,Digital Infrastructure Development,Information Environment,Access to Information Technology,Digital Infrastructure Development,
503,Broadband Network Expansion,Information Environment,Access to Information Technology,Digital Infrastructure Development,Broadband Network Expansion
504,Data Center Capacity,Information Environment,Access to Information Technology,Digital Infrastructure Development,Data Center Capacity
505,Infrastructure Resilience,Infrastructure Resilience,,,
506,Flood Control Systems,Infrastructure Resilience,Flood Control Systems,,
507,Levee and Embankment Integrity,Infrastructure Resilience,Flood Control Systems,Levee and Embankment Integrity,
508,Soil Compaction Levels,Infrastructure Resilience,Flood Control Systems,Levee and Embankment Integrity,Soil Compaction Levels
509,Vegetation Density on Levees,Infrastructure Resilience,Flood Control Systems,Levee and Embankment Integrity,Vegetation Density on Levees
510,Erosion Rates of Embankments,Infrastructure Resilience,Flood Control Systems,Levee and Embankment Integrity,Erosion Rates of Embankments
511,Structural Integrity of Floodwalls,Infrastructure Resilience,Flood Control Systems,Levee and Embankment Integrity,Structural Integrity of Floodwalls
512,Seepage Control Measures,Infrastructure Resilience,Flood Control Systems,Levee and Embankment Integrity,Seepage Control Measures
513,Material Composition of Levees,Infrastructure Resilience,Flood Control Systems,Levee and Embankment Integrity,Material Composition of Levees
514,Inspection Frequency and Assessment,Infrastructure Resilience,Flood Control Systems,Levee and Embankment Integrity,Inspection Frequency and Assessment
515,Load-bearing Capacity of Embankments,Infrastructure Resilience,Flood Control Systems,Levee and Embankment Integrity,Load-bearing Capacity of Embankments
516,Drainage Capacity,Infrastructure Resilience,Flood Control Systems,Drainage Capacity,
517,Stormwater Infiltration Systems Efficiency,Infrastructure Resilience,Flood Control Systems,Drainage Capacity,Stormwater Infiltration Systems Efficiency
518,Channel Flow Rates,Infrastructure Resilience,Flood Control Systems,Drainage Capacity,Channel Flow Rates
519,Urban Drainage Infrastructure Coverage,Infrastructure Resilience,Flood Control Systems,Drainage Capacity,Urban Drainage Infrastructure Coverage
520,Vegetative Cover and Green Infrastructure,Infrastructure Resilience,Flood Control Systems,Drainage Capacity,Vegetative Cover and Green Infrastructure
521,Drainage System Maintenance Regularity,Infrastructure Resilience,Flood Control Systems,Drainage Capacity,Drainage System Maintenance Regularity
522,Runoff Collection and Storage Capacity,Infrastructure Resilience,Flood Control Systems,Drainage Capacity,Runoff Collection and Storage Capacity
523,Pumping Station Effectiveness,Infrastructure Resilience,Flood Control Systems,Pumping Station Effectiveness,
524,Pump Capacity,Infrastructure Resilience,Flood Control Systems,Pumping Station Effectiveness,Pump Capacity
525,Operational Reliability,Infrastructure Resilience,Flood Control Systems,Pumping Station Effectiveness,Operational Reliability
526,Maintenance Frequency,Infrastructure Resilience,Flood Control Systems,Pumping Station Effectiveness,Maintenance Frequency
527,Floodplain Management,Infrastructure Resilience,Flood Control Systems,Floodplain Management,
528,Wetland Conservation Areas,Infrastructure Resilience,Flood Control Systems,Floodplain Management,Wetland Conservation Areas
529,Floodplain Zoning Regulations,Infrastructure Resilience,Flood Control Systems,Floodplain Management,Floodplain Zoning Regulations
530,Flood Defense Structures,Infrastructure Resilience,Flood Control Systems,Floodplain Management,Flood Defense Structures
531,Riverbank Stabilization Projects,Infrastructure Resilience,Flood Control Systems,Floodplain Management,Riverbank Stabilization Projects
532,Erosion Control Measures,Infrastructure Resilience,Flood Control Systems,Floodplain Management,Erosion Control Measures
533,Reservoir Storage Levels,Infrastructure Resilience,Flood Control Systems,Reservoir Storage Levels,
534,Rainwater Capture Efficiency,Infrastructure Resilience,Flood Control Systems,Reservoir Storage Levels,Rainwater Capture Efficiency
535,Sedimentation Rates,Infrastructure Resilience,Flood Control Systems,Reservoir Storage Levels,Sedimentation Rates
536,Water Allocation Capacity,Infrastructure Resilience,Flood Control Systems,Reservoir Storage Levels,Water Allocation Capacity
537,Canal Network Maintenance,Infrastructure Resilience,Flood Control Systems,Canal Network Maintenance,
538,Sediment Buildup,Infrastructure Resilience,Flood Control Systems,Canal Network Maintenance,Sediment Buildup
539,Canal Liner Condition,Infrastructure Resilience,Flood Control Systems,Canal Network Maintenance,Canal Liner Condition
540,Vegetation Management,Infrastructure Resilience,Flood Control Systems,Canal Network Maintenance,Vegetation Management
541,Water Flow Regulation,Infrastructure Resilience,Flood Control Systems,Canal Network Maintenance,Water Flow Regulation
542,Seismic Design Standards,Infrastructure Resilience,Seismic Design Standards,,
543,Seismic Building Codes Compliance,Infrastructure Resilience,Seismic Design Standards,Seismic Building Codes Compliance,
544,Building Inspection Frequencies,Infrastructure Resilience,Seismic Design Standards,Seismic Building Codes Compliance,Building Inspection Frequencies
545,Compliance Rate of Newly Constructed Buildings,Infrastructure Resilience,Seismic Design Standards,Seismic Building Codes Compliance,Compliance Rate of Newly Constructed Buildings
546,Training Programs for Engineers and Inspectors,Infrastructure Resilience,Seismic Design Standards,Seismic Building Codes Compliance,Training Programs for Engineers and Inspectors
547,Public Awareness and Education Campaigns,Infrastructure Resilience,Seismic Design Standards,Seismic Building Codes Compliance,Public Awareness and Education Campaigns
548,Adoption Rate of Updated Seismic Codes,Infrastructure Resilience,Seismic Design Standards,Seismic Building Codes Compliance,Adoption Rate of Updated Seismic Codes
549,Integration of Local Geotechnical Data in Code Guidelines,Infrastructure Resilience,Seismic Design Standards,Seismic Building Codes Compliance,Integration of Local Geotechnical Data in Code Guidelines
550,Earthquake-Resistant Material Usage,Infrastructure Resilience,Seismic Design Standards,Earthquake-Resistant Material Usage,
551,Local Production of Earthquake-Resistant Materials,Infrastructure Resilience,Seismic Design Standards,Earthquake-Resistant Material Usage,Local Production of Earthquake-Resistant Materials
552,Adoption of Innovative Construction Techniques in West Java,Infrastructure Resilience,Seismic Design Standards,Earthquake-Resistant Material Usage,Adoption of Innovative Construction Techniques in West Java
553,Seismic Retrofit Implementation,Infrastructure Resilience,Seismic Design Standards,Seismic Retrofit Implementation,
554,Number of Retrofitted Public Buildings,Infrastructure Resilience,Seismic Design Standards,Seismic Retrofit Implementation,Number of Retrofitted Public Buildings
555,Seismic Strengthening of Historical Structures,Infrastructure Resilience,Seismic Design Standards,Seismic Retrofit Implementation,Seismic Strengthening of Historical Structures
556,Retrofit Adoption in Residential Buildings,Infrastructure Resilience,Seismic Design Standards,Seismic Retrofit Implementation,Retrofit Adoption in Residential Buildings
557,Availability of Local Retrofit Technologies,Infrastructure Resilience,Seismic Design Standards,Seismic Retrofit Implementation,Availability of Local Retrofit Technologies
558,Training Programs for Retrofit Professionals,Infrastructure Resilience,Seismic Design Standards,Seismic Retrofit Implementation,Training Programs for Retrofit Professionals
559,Community Awareness on Seismic Retrofitting,Infrastructure Resilience,Seismic Design Standards,Seismic Retrofit Implementation,Community Awareness on Seismic Retrofitting
560,Seismic Hazard Assessment Coverage,Infrastructure Resilience,Seismic Design Standards,Seismic Hazard Assessment Coverage,
561,Geological Survey Extent in West Java,Infrastructure Resilience,Seismic Design Standards,Seismic Hazard Assessment Coverage,Geological Survey Extent in West Java
562,Seismological Station Density,Infrastructure Resilience,Seismic Design Standards,Seismic Hazard Assessment Coverage,Seismological Station Density
563,Historical Seismic Data Availability,Infrastructure Resilience,Seismic Design Standards,Seismic Hazard Assessment Coverage,Historical Seismic Data Availability
564,Seismic Risk Zone Mapping,Infrastructure Resilience,Seismic Design Standards,Seismic Hazard Assessment Coverage,Seismic Risk Zone Mapping
565,Community Awareness Program Reach,Infrastructure Resilience,Seismic Design Standards,Seismic Hazard Assessment Coverage,Community Awareness Program Reach
566,Structural Health Monitoring Systems,Infrastructure Resilience,Seismic Design Standards,Structural Health Monitoring Systems,
567,Sensor Network Density in Infrastructure,Infrastructure Resilience,Seismic Design Standards,Structural Health Monitoring Systems,Sensor Network Density in Infrastructure
568,Data Collection Frequency from Monitoring Systems,Infrastructure Resilience,Seismic Design Standards,Structural Health Monitoring Systems,Data Collection Frequency from Monitoring Systems
569,Real-Time Monitoring System Availability,Infrastructure Resilience,Seismic Design Standards,Structural Health Monitoring Systems,Real-Time Monitoring System Availability
570,Automated Condition Assessment Capability,Infrastructure Resilience,Seismic Design Standards,Structural Health Monitoring Systems,Automated Condition Assessment Capability
571,Predictive Maintenance Implementation,Infrastructure Resilience,Seismic Design Standards,Structural Health Monitoring Systems,Predictive Maintenance Implementation
572,System Integration across Infrastructure,Infrastructure Resilience,Seismic Design Standards,Structural Health Monitoring Systems,System Integration across Infrastructure
573,Community Awareness and Training Programs,Infrastructure Resilience,Seismic Design Standards,Structural Health Monitoring Systems,Community Awareness and Training Programs
574,Transportation Network Robustness,Infrastructure Resilience,Transportation Network Robustness,,
575,Road Surface Integrity,Infrastructure Resilience,Transportation Network Robustness,Road Surface Integrity,
576,Asphalt Condition,Infrastructure Resilience,Transportation Network Robustness,Road Surface Integrity,Asphalt Condition
577,Pavement Thickness,Infrastructure Resilience,Transportation Network Robustness,Road Surface Integrity,Pavement Thickness
578,Surface Drainage Effectiveness,Infrastructure Resilience,Transportation Network Robustness,Road Surface Integrity,Surface Drainage Effectiveness
579,Crack Density,Infrastructure Resilience,Transportation Network Robustness,Road Surface Integrity,Crack Density
580,Skid Resistance Levels,Infrastructure Resilience,Transportation Network Robustness,Road Surface Integrity,Skid Resistance Levels
581,Load Bearing Capacity,Infrastructure Resilience,Transportation Network Robustness,Road Surface Integrity,Load Bearing Capacity
582,Bridge Structural Strength,Infrastructure Resilience,Transportation Network Robustness,Bridge Structural Strength,
583,Load-Bearing Capacity,Infrastructure Resilience,Transportation Network Robustness,Bridge Structural Strength,Load-Bearing Capacity
584,Material Durability,Infrastructure Resilience,Transportation Network Robustness,Bridge Structural Strength,Material Durability
585,Foundation Stability,Infrastructure Resilience,Transportation Network Robustness,Bridge Structural Strength,Foundation Stability
586,Public Transit Capacity,Infrastructure Resilience,Transportation Network Robustness,Public Transit Capacity,
587,Bus Fleet Size,Infrastructure Resilience,Transportation Network Robustness,Public Transit Capacity,Bus Fleet Size
588,Train Passenger Density,Infrastructure Resilience,Transportation Network Robustness,Public Transit Capacity,Train Passenger Density
589,Scheduled Service Frequency,Infrastructure Resilience,Transportation Network Robustness,Public Transit Capacity,Scheduled Service Frequency
590,Station Throughput,Infrastructure Resilience,Transportation Network Robustness,Public Transit Capacity,Station Throughput
591,Traffic Signal Reliability,Infrastructure Resilience,Transportation Network Robustness,Traffic Signal Reliability,
592,Signal Timing Accuracy,Infrastructure Resilience,Transportation Network Robustness,Traffic Signal Reliability,Signal Timing Accuracy
593,Power Supply Stability,Infrastructure Resilience,Transportation Network Robustness,Traffic Signal Reliability,Power Supply Stability
594,Hardware Durability,Infrastructure Resilience,Transportation Network Robustness,Traffic Signal Reliability,Hardware Durability
595,System Software Updates,Infrastructure Resilience,Transportation Network Robustness,Traffic Signal Reliability,System Software Updates
596,Environmental Adaptability,Infrastructure Resilience,Transportation Network Robustness,Traffic Signal Reliability,Environmental Adaptability
597,Railway Track Quality,Infrastructure Resilience,Transportation Network Robustness,Railway Track Quality,
598,Track Material Durability,Infrastructure Resilience,Transportation Network Robustness,Railway Track Quality,Track Material Durability
599,Rail Alignment Precision,Infrastructure Resilience,Transportation Network Robustness,Railway Track Quality,Rail Alignment Precision
600,Ballast Density Consistency,Infrastructure Resilience,Transportation Network Robustness,Railway Track Quality,Ballast Density Consistency
601,Track Joint Security,Infrastructure Resilience,Transportation Network Robustness,Railway Track Quality,Track Joint Security
602,Drainage System Efficiency,Infrastructure Resilience,Transportation Network Robustness,Railway Track Quality,Drainage System Efficiency
603,Port Infrastructure Condition,Infrastructure Resilience,Transportation Network Robustness,Port Infrastructure Condition,
604,Dock Structural Integrity,Infrastructure Resilience,Transportation Network Robustness,Port Infrastructure Condition,Dock Structural Integrity
605,Port Equipment Availability,Infrastructure Resilience,Transportation Network Robustness,Port Infrastructure Condition,Port Equipment Availability
606,Harbor Depth Adequacy,Infrastructure Resilience,Transportation Network Robustness,Port Infrastructure Condition,Harbor Depth Adequacy
607,Cargo Handling Capacity,Infrastructure Resilience,Transportation Network Robustness,Port Infrastructure Condition,Cargo Handling Capacity
608,Container Storage Availability,Infrastructure Resilience,Transportation Network Robustness,Port Infrastructure Condition,Container Storage Availability
609,Port Traffic Management Efficiency,Infrastructure Resilience,Transportation Network Robustness,Port Infrastructure Condition,Port Traffic Management Efficiency
610,Airport Operational Efficiency,Infrastructure Resilience,Transportation Network Robustness,Airport Operational Efficiency,
611,Runway Maintenance Quality,Infrastructure Resilience,Transportation Network Robustness,Airport Operational Efficiency,Runway Maintenance Quality
612,Baggage Handling System Capacity,Infrastructure Resilience,Transportation Network Robustness,Airport Operational Efficiency,Baggage Handling System Capacity
613,Energy Supply Security,Infrastructure Resilience,Energy Supply Security,,
614,Renewable Energy Capacity,Infrastructure Resilience,Energy Supply Security,Renewable Energy Capacity,
615,Solar Panel Installations,Infrastructure Resilience,Energy Supply Security,Renewable Energy Capacity,Solar Panel Installations
616,Wind Turbine Deployments,Infrastructure Resilience,Energy Supply Security,Renewable Energy Capacity,Wind Turbine Deployments
617,Geothermal Plant Operations,Infrastructure Resilience,Energy Supply Security,Renewable Energy Capacity,Geothermal Plant Operations
618,Grid Stability,Infrastructure Resilience,Energy Supply Security,Grid Stability,
619,Transmission Line Reliability,Infrastructure Resilience,Energy Supply Security,Grid Stability,Transmission Line Reliability
620,Distribution Network Maintenance,Infrastructure Resilience,Energy Supply Security,Grid Stability,Distribution Network Maintenance
621,Load Balancing Efficiency,Infrastructure Resilience,Energy Supply Security,Grid Stability,Load Balancing Efficiency
622,Grid Monitoring Systems,Infrastructure Resilience,Energy Supply Security,Grid Stability,Grid Monitoring Systems
623,Fault Detection Technologies,Infrastructure Resilience,Energy Supply Security,Grid Stability,Fault Detection Technologies
624,System Redundancy Measures,Infrastructure Resilience,Energy Supply Security,Grid Stability,System Redundancy Measures
625,Energy Storage Systems,Infrastructure Resilience,Energy Supply Security,Energy Storage Systems,
626,Battery Capacity for Residential Areas,Infrastructure Resilience,Energy Supply Security,Energy Storage Systems,Battery Capacity for Residential Areas
627,Integration with Off-Grid Communities,Infrastructure Resilience,Energy Supply Security,Energy Storage Systems,Integration with Off-Grid Communities
628,Community-Based Energy Storage Monitoring,Infrastructure Resilience,Energy Supply Security,Energy Storage Systems,Community-Based Energy Storage Monitoring
629,Cyclone and Weather-Adaptive Storage Design,Infrastructure Resilience,Energy Supply Security,Energy Storage Systems,Cyclone and Weather-Adaptive Storage Design
630,Backup Power Solutions,Infrastructure Resilience,Energy Supply Security,Backup Power Solutions,
631,Generator Availability,Infrastructure Resilience,Energy Supply Security,Backup Power Solutions,Generator Availability
632,Redundancy Levels,Infrastructure Resilience,Energy Supply Security,Backup Power Solutions,Redundancy Levels
633,Fuel Supply Security,Infrastructure Resilience,Energy Supply Security,Backup Power Solutions,Fuel Supply Security
634,Load Capacity,Infrastructure Resilience,Energy Supply Security,Backup Power Solutions,Load Capacity
